,0,1,2
0,BCC-CSM2-MR,3.1224134330991977,38.76812385524905
1,NESM3,4.50659917710312,19.51953648885091
2,ACCESS-CM2,4.852861544070365,51.643828296661376
3,MRI-ESM2-0,3.3542038493136133,35.12763512663899
4,CNRM-ESM2-1,6.172024569315131,25.111549242844216
5,CanESM5,5.7658680758511744,29.60720948930389
6,ACCESS-ESM1-5,3.5155813923419763,56.57230852762858
7,BCC-ESM1,3.806673872857949,41.65174410358959
8,CNRM-CM6-1,6.331027449245246,27.506538562483172
