,source_id,experiment_id,member_id,variable_id,file_name
25,CanESM5,1pctCO2,r3i1p1f1,hfds,manual_data/CanESM5_1pctCO2_r3i1p1f1_hfds.npy
26,MRI-ESM2-0,abrupt-4xCO2,r1i1p1f1,ts,manual_data/MRI-ESM2-0_abrupt-4xCO2_r1i1p1f1_ts.npy
27,MPI-ESM1-2-HR,abrupt-4xCO2,r1i1p1f1,mlotst,manual_data/MPI-ESM1-2-HR_abrupt-4xCO2_r1i1p1f1_mlotst.npy
28,MRI-ESM2-0,abrupt-4xCO2,r4i1p1f1,mlotst,manual_data/MRI-ESM2-0_abrupt-4xCO2_r4i1p1f1_mlotst.npy
29,MCM-UA-1-0,abrupt-4xCO2,r1i1p1f1,rtmt,manual_data/MCM-UA-1-0_abrupt-4xCO2_r1i1p1f1_rtmt.npy
30,BCC-ESM1,1pctCO2,r1i1p1f1,mlotst,manual_data/BCC-ESM1_1pctCO2_r1i1p1f1_mlotst.npy
31,IPSL-CM6A-LR,abrupt-4xCO2,r12i1p1f1,mlotst,manual_data/IPSL-CM6A-LR_abrupt-4xCO2_r12i1p1f1_mlotst.npy
32,CNRM-CM6-1,abrupt-4xCO2,r1i1p1f2,tos,manual_data/CNRM-CM6-1_abrupt-4xCO2_r1i1p1f2_tos.npy
33,BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,mlotst,manual_data/BCC-CSM2-MR_abrupt-4xCO2_r1i1p1f1_mlotst.npy
34,ACCESS-ESM1-5,1pctCO2,r1i1p1f1,hfds,manual_data/ACCESS-ESM1-5_1pctCO2_r1i1p1f1_hfds.npy
35,CNRM-ESM2-1,abrupt-4xCO2,r2i1p1f2,tos,manual_data/CNRM-ESM2-1_abrupt-4xCO2_r2i1p1f2_tos.npy
36,ACCESS-CM2,abrupt-4xCO2,r1i1p1f1,mlotst,manual_data/ACCESS-CM2_abrupt-4xCO2_r1i1p1f1_mlotst.npy
37,IPSL-CM6A-LR,abrupt-4xCO2,r5i1p1f1,mlotst,manual_data/IPSL-CM6A-LR_abrupt-4xCO2_r5i1p1f1_mlotst.npy
38,CanESM5,1pctCO2,r3i1p2f1,mlotst,manual_data/CanESM5_1pctCO2_r3i1p2f1_mlotst.npy
39,MRI-ESM2-0,abrupt-4xCO2,r1i2p1f1,mlotst,manual_data/MRI-ESM2-0_abrupt-4xCO2_r1i2p1f1_mlotst.npy
40,MRI-ESM2-0,abrupt-4xCO2,r7i1p1f1,hfds,manual_data/MRI-ESM2-0_abrupt-4xCO2_r7i1p1f1_hfds.npy
41,MCM-UA-1-0,abrupt-4xCO2,r1i1p1f1,tos,manual_data/MCM-UA-1-0_abrupt-4xCO2_r1i1p1f1_tos.npy
42,BCC-ESM1,abrupt-4xCO2,r1i1p1f1,tos,manual_data/BCC-ESM1_abrupt-4xCO2_r1i1p1f1_tos.npy
43,CESM2,abrupt-4xCO2,r1i1p1f1,rtmt,manual_data/CESM2_abrupt-4xCO2_r1i1p1f1_rtmt.npy
44,MCM-UA-1-0,abrupt-4xCO2,r1i1p1f1,hfds,manual_data/MCM-UA-1-0_abrupt-4xCO2_r1i1p1f1_hfds.npy
45,CNRM-ESM2-1,1pctCO2,r4i1p1f2,tos,manual_data/CNRM-ESM2-1_1pctCO2_r4i1p1f2_tos.npy
46,CNRM-ESM2-1,abrupt-4xCO2,r3i1p1f2,mlotst,manual_data/CNRM-ESM2-1_abrupt-4xCO2_r3i1p1f2_mlotst.npy
47,INM-CM4-8,1pctCO2,r1i1p1f1,rtmt,manual_data/INM-CM4-8_1pctCO2_r1i1p1f1_rtmt.npy
48,FGOALS-f3-L,abrupt-4xCO2,r2i1p1f1,mlotst,manual_data/FGOALS-f3-L_abrupt-4xCO2_r2i1p1f1_mlotst.npy
49,CNRM-CM6-1-HR,abrupt-4xCO2,r1i1p1f2,mlotst,manual_data/CNRM-CM6-1-HR_abrupt-4xCO2_r1i1p1f2_mlotst.npy
50,CanESM5,1pctCO2,r3i1p1f1,rtmt,manual_data/CanESM5_1pctCO2_r3i1p1f1_rtmt.npy
51,ACCESS-CM2,abrupt-4xCO2,r1i1p1f1,ts,manual_data/ACCESS-CM2_abrupt-4xCO2_r1i1p1f1_ts.npy
52,HadGEM3-GC31-MM,1pctCO2,r1i1p1f3,rtmt,manual_data/HadGEM3-GC31-MM_1pctCO2_r1i1p1f3_rtmt.npy
53,CanESM5,abrupt-4xCO2,r1i1p1f1,mlotst,manual_data/CanESM5_abrupt-4xCO2_r1i1p1f1_mlotst.npy
54,CESM2-WACCM-FV2,1pctCO2,r1i1p1f1,mlotst,manual_data/CESM2-WACCM-FV2_1pctCO2_r1i1p1f1_mlotst.npy
55,CNRM-CM6-1,abrupt-4xCO2,r5i1p1f2,mlotst,manual_data/CNRM-CM6-1_abrupt-4xCO2_r5i1p1f2_mlotst.npy
56,IPSL-CM6A-LR,abrupt-4xCO2,r1i1p1f1,hfds,manual_data/IPSL-CM6A-LR_abrupt-4xCO2_r1i1p1f1_hfds.npy
57,MRI-ESM2-0,abrupt-4xCO2,r13i1p1f1,hfds,manual_data/MRI-ESM2-0_abrupt-4xCO2_r13i1p1f1_hfds.npy
58,MRI-ESM2-0,abrupt-4xCO2,r7i1p1f1,ts,manual_data/MRI-ESM2-0_abrupt-4xCO2_r7i1p1f1_ts.npy
59,MCM-UA-1-0,abrupt-4xCO2,r1i1p1f1,ts,manual_data/MCM-UA-1-0_abrupt-4xCO2_r1i1p1f1_ts.npy
60,HadGEM3-GC31-MM,abrupt-4xCO2,r1i1p1f3,rtmt,manual_data/HadGEM3-GC31-MM_abrupt-4xCO2_r1i1p1f3_rtmt.npy
61,UKESM1-0-LL,1pctCO2,r4i1p1f2,mlotst,manual_data/UKESM1-0-LL_1pctCO2_r4i1p1f2_mlotst.npy
62,NorESM2-MM,abrupt-4xCO2,r1i1p1f1,mlotst,manual_data/NorESM2-MM_abrupt-4xCO2_r1i1p1f1_mlotst.npy
63,BCC-ESM1,1pctCO2,r1i1p1f1,rtmt,manual_data/BCC-ESM1_1pctCO2_r1i1p1f1_rtmt.npy
64,UKESM1-0-LL,1pctCO2,r2i1p1f2,rtmt,manual_data/UKESM1-0-LL_1pctCO2_r2i1p1f2_rtmt.npy
65,ACCESS-CM2,1pctCO2,r1i1p1f1,ts,manual_data/ACCESS-CM2_1pctCO2_r1i1p1f1_ts.npy
66,MIROC-ES2L,abrupt-4xCO2,r1i1p1f2,tos,manual_data/MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_tos.npy
67,CanESM5,abrupt-4xCO2,r1i1p2f1,tos,manual_data/CanESM5_abrupt-4xCO2_r1i1p2f1_tos.npy
68,FIO-ESM-2-0,1pctCO2,r2i1p1f1,tos,manual_data/FIO-ESM-2-0_1pctCO2_r2i1p1f1_tos.npy
69,AWI-CM-1-1-MR,abrupt-4xCO2,r1i1p1f1,mlotst,manual_data/AWI-CM-1-1-MR_abrupt-4xCO2_r1i1p1f1_mlotst.npy
70,CanESM5,1pctCO2,r3i1p2f1,ts,manual_data/CanESM5_1pctCO2_r3i1p2f1_ts.npy
71,MIROC-ES2L,1pctCO2,r1i1p1f2,ts,manual_data/MIROC-ES2L_1pctCO2_r1i1p1f2_ts.npy
72,MCM-UA-1-0,1pctCO2,r1i1p1f1,hfds,manual_data/MCM-UA-1-0_1pctCO2_r1i1p1f1_hfds.npy
73,UKESM1-0-LL,1pctCO2,r1i1p1f2,mlotst,manual_data/UKESM1-0-LL_1pctCO2_r1i1p1f2_mlotst.npy
74,HadGEM3-GC31-LL,1pctCO2,r3i1p1f3,mlotst,manual_data/HadGEM3-GC31-LL_1pctCO2_r3i1p1f3_mlotst.npy
75,ACCESS-ESM1-5,1pctCO2,r1i1p1f1,mlotst,manual_data/ACCESS-ESM1-5_1pctCO2_r1i1p1f1_mlotst.npy
76,MRI-ESM2-0,abrupt-4xCO2,r7i1p1f1,tos,manual_data/MRI-ESM2-0_abrupt-4xCO2_r7i1p1f1_tos.npy
77,EC-Earth3-Veg,1pctCO2,r1i1p1f1,rtmt,manual_data/EC-Earth3-Veg_1pctCO2_r1i1p1f1_rtmt.npy
78,EC-Earth3,abrupt-4xCO2,r8i1p1f1,rtmt,manual_data/EC-Earth3_abrupt-4xCO2_r8i1p1f1_rtmt.npy
79,CanESM5,1pctCO2,r3i1p2f1,tos,manual_data/CanESM5_1pctCO2_r3i1p2f1_tos.npy
80,CanESM5,abrupt-4xCO2,r1i1p1f1,hfds,manual_data/CanESM5_abrupt-4xCO2_r1i1p1f1_hfds.npy
81,NorESM2-MM,abrupt-4xCO2,r1i1p1f1,rtmt,manual_data/NorESM2-MM_abrupt-4xCO2_r1i1p1f1_rtmt.npy
82,MPI-ESM1-2-LR,1pctCO2,r1i1p1f1,mlotst,manual_data/MPI-ESM1-2-LR_1pctCO2_r1i1p1f1_mlotst.npy
83,ACCESS-CM2,1pctCO2,r1i1p1f1,tos,manual_data/ACCESS-CM2_1pctCO2_r1i1p1f1_tos.npy
84,MIROC6,1pctCO2,r1i1p1f1,rtmt,manual_data/MIROC6_1pctCO2_r1i1p1f1_rtmt.npy
85,FGOALS-f3-L,1pctCO2,r3i1p1f1,hfds,manual_data/FGOALS-f3-L_1pctCO2_r3i1p1f1_hfds.npy
86,CNRM-CM6-1,1pctCO2,r1i1p1f2,hfds,manual_data/CNRM-CM6-1_1pctCO2_r1i1p1f2_hfds.npy
87,CNRM-CM6-1,1pctCO2,r1i1p1f2,mlotst,manual_data/CNRM-CM6-1_1pctCO2_r1i1p1f2_mlotst.npy
88,CanESM5,1pctCO2,r1i1p1f1,rtmt,manual_data/CanESM5_1pctCO2_r1i1p1f1_rtmt.npy
89,FGOALS-f3-L,abrupt-4xCO2,r2i1p1f1,hfds,manual_data/FGOALS-f3-L_abrupt-4xCO2_r2i1p1f1_hfds.npy
90,GISS-E2-1-G,1pctCO2,r101i1p1f1,mlotst,manual_data/GISS-E2-1-G_1pctCO2_r101i1p1f1_mlotst.npy
91,MIROC-ES2L,1pctCO2,r1i1p1f2,tos,manual_data/MIROC-ES2L_1pctCO2_r1i1p1f2_tos.npy
92,CanESM5,abrupt-4xCO2,r1i1p1f1,rtmt,manual_data/CanESM5_abrupt-4xCO2_r1i1p1f1_rtmt.npy
93,CNRM-ESM2-1,abrupt-4xCO2,r2i1p1f2,mlotst,manual_data/CNRM-ESM2-1_abrupt-4xCO2_r2i1p1f2_mlotst.npy
94,FGOALS-f3-L,abrupt-4xCO2,r3i1p1f1,mlotst,manual_data/FGOALS-f3-L_abrupt-4xCO2_r3i1p1f1_mlotst.npy
95,EC-Earth3-Veg,abrupt-4xCO2,r1i1p1f1,rtmt,manual_data/EC-Earth3-Veg_abrupt-4xCO2_r1i1p1f1_rtmt.npy
96,MRI-ESM2-0,abrupt-4xCO2,r1i1p1f1,mlotst,manual_data/MRI-ESM2-0_abrupt-4xCO2_r1i1p1f1_mlotst.npy
97,BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,ts,manual_data/BCC-CSM2-MR_abrupt-4xCO2_r1i1p1f1_ts.npy
98,MRI-ESM2-0,abrupt-4xCO2,r10i1p1f1,ts,manual_data/MRI-ESM2-0_abrupt-4xCO2_r10i1p1f1_ts.npy
99,MRI-ESM2-0,abrupt-4xCO2,r4i1p1f1,hfds,manual_data/MRI-ESM2-0_abrupt-4xCO2_r4i1p1f1_hfds.npy
100,CanESM5,1pctCO2,r2i1p2f1,mlotst,manual_data/CanESM5_1pctCO2_r2i1p2f1_mlotst.npy
101,CanESM5,1pctCO2,r2i1p2f1,ts,manual_data/CanESM5_1pctCO2_r2i1p2f1_ts.npy
102,IPSL-CM6A-LR,1pctCO2,r1i1p1f1,tos,manual_data/IPSL-CM6A-LR_1pctCO2_r1i1p1f1_tos.npy
103,IPSL-CM6A-LR,abrupt-4xCO2,r4i1p1f1,mlotst,manual_data/IPSL-CM6A-LR_abrupt-4xCO2_r4i1p1f1_mlotst.npy
104,MRI-ESM2-0,1pctCO2,r1i2p1f1,ts,manual_data/MRI-ESM2-0_1pctCO2_r1i2p1f1_ts.npy
105,FGOALS-f3-L,1pctCO2,r2i1p1f1,hfds,manual_data/FGOALS-f3-L_1pctCO2_r2i1p1f1_hfds.npy
106,CanESM5,1pctCO2,r2i1p1f1,tos,manual_data/CanESM5_1pctCO2_r2i1p1f1_tos.npy
107,NorESM2-LM,abrupt-4xCO2,r1i1p1f1,mlotst,manual_data/NorESM2-LM_abrupt-4xCO2_r1i1p1f1_mlotst.npy
108,INM-CM5-0,1pctCO2,r1i1p1f1,rtmt,manual_data/INM-CM5-0_1pctCO2_r1i1p1f1_rtmt.npy
109,CNRM-ESM2-1,1pctCO2,r1i1p1f2,mlotst,manual_data/CNRM-ESM2-1_1pctCO2_r1i1p1f2_mlotst.npy
110,MRI-ESM2-0,1pctCO2,r1i2p1f1,tos,manual_data/MRI-ESM2-0_1pctCO2_r1i2p1f1_tos.npy
111,MCM-UA-1-0,1pctCO2,r1i1p1f1,rtmt,manual_data/MCM-UA-1-0_1pctCO2_r1i1p1f1_rtmt.npy
112,CanESM5,1pctCO2,r1i1p1f1,mlotst,manual_data/CanESM5_1pctCO2_r1i1p1f1_mlotst.npy
113,AWI-CM-1-1-MR,1pctCO2,r1i1p1f1,mlotst,manual_data/AWI-CM-1-1-MR_1pctCO2_r1i1p1f1_mlotst.npy
114,UKESM1-0-LL,1pctCO2,r1i1p1f2,rtmt,manual_data/UKESM1-0-LL_1pctCO2_r1i1p1f2_rtmt.npy
115,FGOALS-f3-L,1pctCO2,r1i1p1f1,mlotst,manual_data/FGOALS-f3-L_1pctCO2_r1i1p1f1_mlotst.npy
116,BCC-CSM2-MR,1pctCO2,r1i1p1f1,rtmt,manual_data/BCC-CSM2-MR_1pctCO2_r1i1p1f1_rtmt.npy
117,MRI-ESM2-0,abrupt-4xCO2,r10i1p1f1,hfds,manual_data/MRI-ESM2-0_abrupt-4xCO2_r10i1p1f1_hfds.npy
118,UKESM1-0-LL,abrupt-4xCO2,r1i1p1f2,rtmt,manual_data/UKESM1-0-LL_abrupt-4xCO2_r1i1p1f2_rtmt.npy
119,E3SM-1-0,abrupt-4xCO2,r1i1p1f1,rtmt,manual_data/E3SM-1-0_abrupt-4xCO2_r1i1p1f1_rtmt.npy
120,MCM-UA-1-0,1pctCO2,r1i1p1f1,tos,manual_data/MCM-UA-1-0_1pctCO2_r1i1p1f1_tos.npy
121,CanESM5,abrupt-4xCO2,r1i1p1f1,ts,manual_data/CanESM5_abrupt-4xCO2_r1i1p1f1_ts.npy
122,MRI-ESM2-0,abrupt-4xCO2,r4i1p1f1,tos,manual_data/MRI-ESM2-0_abrupt-4xCO2_r4i1p1f1_tos.npy
123,CNRM-CM6-1,abrupt-4xCO2,r4i1p1f2,mlotst,manual_data/CNRM-CM6-1_abrupt-4xCO2_r4i1p1f2_mlotst.npy
124,NorESM2-MM,1pctCO2,r1i1p1f1,mlotst,manual_data/NorESM2-MM_1pctCO2_r1i1p1f1_mlotst.npy
125,MRI-ESM2-0,1pctCO2,r1i1p1f1,ts,manual_data/MRI-ESM2-0_1pctCO2_r1i1p1f1_ts.npy
126,ACCESS-ESM1-5,abrupt-4xCO2,r1i1p1f1,rtmt,manual_data/ACCESS-ESM1-5_abrupt-4xCO2_r1i1p1f1_rtmt.npy
127,ACCESS-ESM1-5,1pctCO2,r1i1p1f1,ts,manual_data/ACCESS-ESM1-5_1pctCO2_r1i1p1f1_ts.npy
128,IPSL-CM6A-LR,abrupt-4xCO2,r10i1p1f1,mlotst,manual_data/IPSL-CM6A-LR_abrupt-4xCO2_r10i1p1f1_mlotst.npy
129,CanESM5-CanOE,1pctCO2,r1i1p2f1,mlotst,manual_data/CanESM5-CanOE_1pctCO2_r1i1p2f1_mlotst.npy
130,IPSL-CM6A-LR,abrupt-4xCO2,r3i1p1f1,mlotst,manual_data/IPSL-CM6A-LR_abrupt-4xCO2_r3i1p1f1_mlotst.npy
131,CanESM5,abrupt-4xCO2,r1i1p2f1,rtmt,manual_data/CanESM5_abrupt-4xCO2_r1i1p2f1_rtmt.npy
132,GISS-E2-1-G,1pctCO2,r102i1p1f1,rtmt,manual_data/GISS-E2-1-G_1pctCO2_r102i1p1f1_rtmt.npy
133,NorESM2-LM,abrupt-4xCO2,r1i1p1f1,rtmt,manual_data/NorESM2-LM_abrupt-4xCO2_r1i1p1f1_rtmt.npy
134,MIROC6,abrupt-4xCO2,r1i1p1f1,ts,manual_data/MIROC6_abrupt-4xCO2_r1i1p1f1_ts.npy
135,EC-Earth3,1pctCO2,r3i1p1f1,rtmt,manual_data/EC-Earth3_1pctCO2_r3i1p1f1_rtmt.npy
136,CNRM-CM6-1-HR,abrupt-4xCO2,r1i1p1f2,hfds,manual_data/CNRM-CM6-1-HR_abrupt-4xCO2_r1i1p1f2_hfds.npy
137,IPSL-CM6A-LR,abrupt-4xCO2,r8i1p1f1,mlotst,manual_data/IPSL-CM6A-LR_abrupt-4xCO2_r8i1p1f1_mlotst.npy
138,UKESM1-0-LL,1pctCO2,r2i1p1f2,mlotst,manual_data/UKESM1-0-LL_1pctCO2_r2i1p1f2_mlotst.npy
139,NorCPM1,1pctCO2,r1i1p1f1,mlotst,manual_data/NorCPM1_1pctCO2_r1i1p1f1_mlotst.npy
140,BCC-ESM1,abrupt-4xCO2,r1i1p1f1,ts,manual_data/BCC-ESM1_abrupt-4xCO2_r1i1p1f1_ts.npy
141,ACCESS-CM2,1pctCO2,r1i1p1f1,rtmt,manual_data/ACCESS-CM2_1pctCO2_r1i1p1f1_rtmt.npy
142,EC-Earth3-Veg,abrupt-4xCO2,r1i1p1f1,mlotst,manual_data/EC-Earth3-Veg_abrupt-4xCO2_r1i1p1f1_mlotst.npy
143,CNRM-CM6-1,abrupt-4xCO2,r3i1p1f2,mlotst,manual_data/CNRM-CM6-1_abrupt-4xCO2_r3i1p1f2_mlotst.npy
144,CESM2-FV2,1pctCO2,r1i1p1f1,rtmt,manual_data/CESM2-FV2_1pctCO2_r1i1p1f1_rtmt.npy
145,MIROC-ES2L,1pctCO2,r1i1p1f2,rtmt,manual_data/MIROC-ES2L_1pctCO2_r1i1p1f2_rtmt.npy
146,MRI-ESM2-0,1pctCO2,r1i1p1f1,mlotst,manual_data/MRI-ESM2-0_1pctCO2_r1i1p1f1_mlotst.npy
147,MRI-ESM2-0,abrupt-4xCO2,r1i1p1f1,tos,manual_data/MRI-ESM2-0_abrupt-4xCO2_r1i1p1f1_tos.npy
148,CanESM5,1pctCO2,r3i1p1f1,tos,manual_data/CanESM5_1pctCO2_r3i1p1f1_tos.npy
149,CNRM-ESM2-1,1pctCO2,r2i1p1f2,mlotst,manual_data/CNRM-ESM2-1_1pctCO2_r2i1p1f2_mlotst.npy
150,HadGEM3-GC31-LL,abrupt-4xCO2,r1i1p1f3,rtmt,manual_data/HadGEM3-GC31-LL_abrupt-4xCO2_r1i1p1f3_rtmt.npy
151,CNRM-ESM2-1,abrupt-4xCO2,r1i1p1f2,hfds,manual_data/CNRM-ESM2-1_abrupt-4xCO2_r1i1p1f2_hfds.npy
152,UKESM1-0-LL,abrupt-4xCO2,r1i1p1f2,mlotst,manual_data/UKESM1-0-LL_abrupt-4xCO2_r1i1p1f2_mlotst.npy
153,FGOALS-f3-L,1pctCO2,r2i1p1f1,mlotst,manual_data/FGOALS-f3-L_1pctCO2_r2i1p1f1_mlotst.npy
154,MRI-ESM2-0,abrupt-4xCO2,r13i1p1f1,ts,manual_data/MRI-ESM2-0_abrupt-4xCO2_r13i1p1f1_ts.npy
155,ACCESS-CM2,1pctCO2,r1i1p1f1,hfds,manual_data/ACCESS-CM2_1pctCO2_r1i1p1f1_hfds.npy
156,CanESM5,1pctCO2,r2i1p1f1,mlotst,manual_data/CanESM5_1pctCO2_r2i1p1f1_mlotst.npy
157,BCC-ESM1,abrupt-4xCO2,r1i1p1f1,mlotst,manual_data/BCC-ESM1_abrupt-4xCO2_r1i1p1f1_mlotst.npy
158,CNRM-ESM2-1,1pctCO2,r1i1p1f2,hfds,manual_data/CNRM-ESM2-1_1pctCO2_r1i1p1f2_hfds.npy
159,ACCESS-ESM1-5,abrupt-4xCO2,r1i1p1f1,tos,manual_data/ACCESS-ESM1-5_abrupt-4xCO2_r1i1p1f1_tos.npy
160,NorESM2-LM,1pctCO2,r1i1p1f1,rtmt,manual_data/NorESM2-LM_1pctCO2_r1i1p1f1_rtmt.npy
161,HadGEM3-GC31-LL,1pctCO2,r4i1p1f3,mlotst,manual_data/HadGEM3-GC31-LL_1pctCO2_r4i1p1f3_mlotst.npy
162,CAS-ESM2-0,1pctCO2,r1i1p1f1,tos,manual_data/CAS-ESM2-0_1pctCO2_r1i1p1f1_tos.npy
163,HadGEM3-GC31-LL,1pctCO2,r1i1p1f3,rtmt,manual_data/HadGEM3-GC31-LL_1pctCO2_r1i1p1f3_rtmt.npy
164,FGOALS-f3-L,1pctCO2,r3i1p1f1,tos,manual_data/FGOALS-f3-L_1pctCO2_r3i1p1f1_tos.npy
165,ACCESS-CM2,1pctCO2,r1i1p1f1,mlotst,manual_data/ACCESS-CM2_1pctCO2_r1i1p1f1_mlotst.npy
166,FGOALS-g3,1pctCO2,r1i1p1f1,rtmt,manual_data/FGOALS-g3_1pctCO2_r1i1p1f1_rtmt.npy
167,ACCESS-CM2,abrupt-4xCO2,r1i1p1f1,tos,manual_data/ACCESS-CM2_abrupt-4xCO2_r1i1p1f1_tos.npy
168,CanESM5,1pctCO2,r1i1p2f1,rtmt,manual_data/CanESM5_1pctCO2_r1i1p2f1_rtmt.npy
169,ACCESS-ESM1-5,abrupt-4xCO2,r1i1p1f1,hfds,manual_data/ACCESS-ESM1-5_abrupt-4xCO2_r1i1p1f1_hfds.npy
170,BCC-ESM1,abrupt-4xCO2,r1i1p1f1,rtmt,manual_data/BCC-ESM1_abrupt-4xCO2_r1i1p1f1_rtmt.npy
171,CNRM-ESM2-1,abrupt-4xCO2,r1i1p1f2,mlotst,manual_data/CNRM-ESM2-1_abrupt-4xCO2_r1i1p1f2_mlotst.npy
172,CanESM5,1pctCO2,r1i1p2f1,mlotst,manual_data/CanESM5_1pctCO2_r1i1p2f1_mlotst.npy
173,CESM2-WACCM-FV2,1pctCO2,r1i1p1f1,rtmt,manual_data/CESM2-WACCM-FV2_1pctCO2_r1i1p1f1_rtmt.npy
174,BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,tos,manual_data/BCC-CSM2-MR_abrupt-4xCO2_r1i1p1f1_tos.npy
175,CanESM5,1pctCO2,r2i1p2f1,tos,manual_data/CanESM5_1pctCO2_r2i1p2f1_tos.npy
176,CNRM-CM6-1,1pctCO2,r1i1p1f2,tos,manual_data/CNRM-CM6-1_1pctCO2_r1i1p1f2_tos.npy
177,CanESM5,abrupt-4xCO2,r1i1p2f1,hfds,manual_data/CanESM5_abrupt-4xCO2_r1i1p2f1_hfds.npy
178,IPSL-CM6A-LR,abrupt-4xCO2,r7i1p1f1,mlotst,manual_data/IPSL-CM6A-LR_abrupt-4xCO2_r7i1p1f1_mlotst.npy
179,NESM3,1pctCO2,r1i1p1f1,hfds,manual_data/NESM3_1pctCO2_r1i1p1f1_hfds.npy
180,CanESM5,1pctCO2,r3i1p2f1,rtmt,manual_data/CanESM5_1pctCO2_r3i1p2f1_rtmt.npy
181,MRI-ESM2-0,abrupt-4xCO2,r1i2p1f1,hfds,manual_data/MRI-ESM2-0_abrupt-4xCO2_r1i2p1f1_hfds.npy
