,source_id,experiment_id,member_id,variable_id,file_name
109,CESM2-FV2,piControl,r1i1p1f1,ts,pangeo_data/CESM2-FV2_piControl_r1i1p1f1_ts.npy
110,NESM3,1pctCO2,r1i1p1f1,rsdt,pangeo_data/NESM3_1pctCO2_r1i1p1f1_rsdt.npy
111,AWI-CM-1-1-MR,abrupt-4xCO2,r1i1p1f1,ts,pangeo_data/AWI-CM-1-1-MR_abrupt-4xCO2_r1i1p1f1_ts.npy
112,MRI-ESM2-0,abrupt-4xCO2,r5i1p1f1,rsut,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r5i1p1f1_rsut.npy
113,MRI-ESM2-0,abrupt-4xCO2,r1i2p1f1,rsdt,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r1i2p1f1_rsdt.npy
114,MRI-ESM2-0,abrupt-4xCO2,r12i1p1f1,rtmt,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r12i1p1f1_rtmt.npy
115,CNRM-ESM2-1,1pctCO2,r4i1p1f2,rsdt,pangeo_data/CNRM-ESM2-1_1pctCO2_r4i1p1f2_rsdt.npy
116,CAMS-CSM1-0,abrupt-4xCO2,r1i1p1f1,rsdt,pangeo_data/CAMS-CSM1-0_abrupt-4xCO2_r1i1p1f1_rsdt.npy
117,ACCESS-CM2,1pctCO2,r1i1p1f1,ts,pangeo_data/ACCESS-CM2_1pctCO2_r1i1p1f1_ts.npy
118,MIROC-ES2L,abrupt-4xCO2,r1i1p1f2,tos,pangeo_data/MIROC-ES2L_abrupt-4xCO2_r1i1p1f2_tos.npy
119,ACCESS-CM2,piControl,r1i1p1f1,ts,pangeo_data/ACCESS-CM2_piControl_r1i1p1f1_ts.npy
120,GISS-E2-1-G,abrupt-4xCO2,r1i1p3f1,ts,pangeo_data/GISS-E2-1-G_abrupt-4xCO2_r1i1p3f1_ts.npy
121,MRI-ESM2-0,abrupt-4xCO2,r1i1p1f1,rtmt,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r1i1p1f1_rtmt.npy
122,IPSL-CM6A-LR,abrupt-4xCO2,r7i1p1f1,tos,pangeo_data/IPSL-CM6A-LR_abrupt-4xCO2_r7i1p1f1_tos.npy
123,CAMS-CSM1-0,1pctCO2,r2i1p1f1,rlut,pangeo_data/CAMS-CSM1-0_1pctCO2_r2i1p1f1_rlut.npy
124,NESM3,abrupt-4xCO2,r1i1p1f1,rlut,pangeo_data/NESM3_abrupt-4xCO2_r1i1p1f1_rlut.npy
125,IPSL-CM6A-LR,piControl,r1i1p1f1,ts,pangeo_data/IPSL-CM6A-LR_piControl_r1i1p1f1_ts.npy
126,CNRM-CM6-1,abrupt-4xCO2,r5i1p1f2,rsdt,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r5i1p1f2_rsdt.npy
127,MRI-ESM2-0,abrupt-4xCO2,r7i1p1f1,rsut,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r7i1p1f1_rsut.npy
128,CESM2,1pctCO2,r1i1p1f1,ts,pangeo_data/CESM2_1pctCO2_r1i1p1f1_ts.npy
129,CanESM5,1pctCO2,r3i1p2f1,ts,pangeo_data/CanESM5_1pctCO2_r3i1p2f1_ts.npy
130,MRI-ESM2-0,abrupt-4xCO2,r11i1p1f1,ts,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r11i1p1f1_ts.npy
131,MIROC-ES2L,1pctCO2,r1i1p1f2,ts,pangeo_data/MIROC-ES2L_1pctCO2_r1i1p1f2_ts.npy
132,GISS-E2-1-G,piControl,r102i1p1f1,tos,pangeo_data/GISS-E2-1-G_piControl_r102i1p1f1_tos.npy
133,MRI-ESM2-0,abrupt-4xCO2,r6i1p1f1,rlut,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r6i1p1f1_rlut.npy
134,MPI-ESM1-2-HR,abrupt-4xCO2,r1i1p1f1,tos,pangeo_data/MPI-ESM1-2-HR_abrupt-4xCO2_r1i1p1f1_tos.npy
135,UKESM1-0-LL,1pctCO2,r1i1p1f2,ts,pangeo_data/UKESM1-0-LL_1pctCO2_r1i1p1f2_ts.npy
136,CESM2-WACCM-FV2,piControl,r1i1p1f1,tos,pangeo_data/CESM2-WACCM-FV2_piControl_r1i1p1f1_tos.npy
137,CanESM5,1pctCO2,r1i1p1f1,tos,pangeo_data/CanESM5_1pctCO2_r1i1p1f1_tos.npy
138,GISS-E2-1-G,piControl,r1i1p1f3,ts,pangeo_data/GISS-E2-1-G_piControl_r1i1p1f3_ts.npy
139,HadGEM3-GC31-LL,1pctCO2,r2i1p1f3,tos,pangeo_data/HadGEM3-GC31-LL_1pctCO2_r2i1p1f3_tos.npy
140,CanESM5,piControl,r1i1p1f1,mlotst,pangeo_data/CanESM5_piControl_r1i1p1f1_mlotst.npy
141,CESM2-WACCM,abrupt-4xCO2,r1i1p1f1,ts,pangeo_data/CESM2-WACCM_abrupt-4xCO2_r1i1p1f1_ts.npy
142,GISS-E2-1-G,piControl,r1i1p1f1,tos,pangeo_data/GISS-E2-1-G_piControl_r1i1p1f1_tos.npy
143,CESM2,1pctCO2,r1i1p1f1,tos,pangeo_data/CESM2_1pctCO2_r1i1p1f1_tos.npy
144,BCC-CSM2-MR,piControl,r1i1p1f1,tos,pangeo_data/BCC-CSM2-MR_piControl_r1i1p1f1_tos.npy
145,IPSL-CM6A-LR,abrupt-4xCO2,r9i1p1f1,tos,pangeo_data/IPSL-CM6A-LR_abrupt-4xCO2_r9i1p1f1_tos.npy
146,MIROC6,1pctCO2,r1i1p1f1,ts,pangeo_data/MIROC6_1pctCO2_r1i1p1f1_ts.npy
147,MRI-ESM2-0,abrupt-4xCO2,r3i1p1f1,rtmt,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r3i1p1f1_rtmt.npy
148,GFDL-ESM4,piControl,r1i1p1f1,ts,pangeo_data/GFDL-ESM4_piControl_r1i1p1f1_ts.npy
149,MRI-ESM2-0,abrupt-4xCO2,r10i1p1f1,rtmt,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r10i1p1f1_rtmt.npy
150,CAMS-CSM1-0,1pctCO2,r1i1p1f1,rsut,pangeo_data/CAMS-CSM1-0_1pctCO2_r1i1p1f1_rsut.npy
151,MRI-ESM2-0,abrupt-4xCO2,r1i1p1f1,rlut,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r1i1p1f1_rlut.npy
152,EC-Earth3,piControl,r1i1p1f1,ts,pangeo_data/EC-Earth3_piControl_r1i1p1f1_ts.npy
153,MRI-ESM2-0,abrupt-4xCO2,r13i1p1f1,rsut,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r13i1p1f1_rsut.npy
154,MRI-ESM2-0,piControl,r1i1p1f1,tos,pangeo_data/MRI-ESM2-0_piControl_r1i1p1f1_tos.npy
155,MRI-ESM2-0,abrupt-4xCO2,r12i1p1f1,rlut,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r12i1p1f1_rlut.npy
156,AWI-CM-1-1-MR,abrupt-4xCO2,r1i1p1f1,rsut,pangeo_data/AWI-CM-1-1-MR_abrupt-4xCO2_r1i1p1f1_rsut.npy
157,CanESM5,1pctCO2,r3i1p2f1,tos,pangeo_data/CanESM5_1pctCO2_r3i1p2f1_tos.npy
158,CNRM-CM6-1,abrupt-4xCO2,r2i1p1f2,rsdt,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r2i1p1f2_rsdt.npy
159,MPI-ESM1-2-LR,1pctCO2,r1i1p1f1,mlotst,pangeo_data/MPI-ESM1-2-LR_1pctCO2_r1i1p1f1_mlotst.npy
160,NESM3,abrupt-4xCO2,r1i1p1f1,rtmt,pangeo_data/NESM3_abrupt-4xCO2_r1i1p1f1_rtmt.npy
161,CNRM-ESM2-1,abrupt-4xCO2,r1i1p1f2,rsdt,pangeo_data/CNRM-ESM2-1_abrupt-4xCO2_r1i1p1f2_rsdt.npy
162,MRI-ESM2-0,1pctCO2,r1i1p1f1,rlut,pangeo_data/MRI-ESM2-0_1pctCO2_r1i1p1f1_rlut.npy
163,ACCESS-CM2,1pctCO2,r1i1p1f1,tos,pangeo_data/ACCESS-CM2_1pctCO2_r1i1p1f1_tos.npy
164,MPI-ESM1-2-LR,1pctCO2,r1i1p1f1,rlut,pangeo_data/MPI-ESM1-2-LR_1pctCO2_r1i1p1f1_rlut.npy
165,HadGEM3-GC31-LL,abrupt-4xCO2,r1i1p1f3,ts,pangeo_data/HadGEM3-GC31-LL_abrupt-4xCO2_r1i1p1f3_ts.npy
166,IPSL-CM6A-LR,abrupt-4xCO2,r6i1p1f1,ts,pangeo_data/IPSL-CM6A-LR_abrupt-4xCO2_r6i1p1f1_ts.npy
167,CESM2,piControl,r1i1p1f1,tos,pangeo_data/CESM2_piControl_r1i1p1f1_tos.npy
168,CNRM-ESM2-1,1pctCO2,r1i1p1f2,rsdt,pangeo_data/CNRM-ESM2-1_1pctCO2_r1i1p1f2_rsdt.npy
169,NESM3,piControl,r1i1p1f1,ts,pangeo_data/NESM3_piControl_r1i1p1f1_ts.npy
170,E3SM-1-1,piControl,r1i1p1f1,ts,pangeo_data/E3SM-1-1_piControl_r1i1p1f1_ts.npy
171,MRI-ESM2-0,abrupt-4xCO2,r8i1p1f1,rsut,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r8i1p1f1_rsut.npy
172,CNRM-ESM2-1,abrupt-4xCO2,r3i1p1f2,ts,pangeo_data/CNRM-ESM2-1_abrupt-4xCO2_r3i1p1f2_ts.npy
173,HadGEM3-GC31-LL,1pctCO2,r1i1p1f3,ts,pangeo_data/HadGEM3-GC31-LL_1pctCO2_r1i1p1f3_ts.npy
174,AWI-CM-1-1-MR,1pctCO2,r1i1p1f1,rsut,pangeo_data/AWI-CM-1-1-MR_1pctCO2_r1i1p1f1_rsut.npy
175,MRI-ESM2-0,abrupt-4xCO2,r4i1p1f1,rtmt,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r4i1p1f1_rtmt.npy
176,MIROC-ES2L,1pctCO2,r1i1p1f2,tos,pangeo_data/MIROC-ES2L_1pctCO2_r1i1p1f2_tos.npy
177,MRI-ESM2-0,abrupt-4xCO2,r9i1p1f1,rlut,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r9i1p1f1_rlut.npy
178,MPI-ESM1-2-LR,1pctCO2,r1i1p1f1,rsut,pangeo_data/MPI-ESM1-2-LR_1pctCO2_r1i1p1f1_rsut.npy
179,NESM3,piControl,r1i1p1f1,tos,pangeo_data/NESM3_piControl_r1i1p1f1_tos.npy
180,MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,rsdt,pangeo_data/MPI-ESM1-2-HR_1pctCO2_r1i1p1f1_rsdt.npy
181,MRI-ESM2-0,abrupt-4xCO2,r8i1p1f1,rlut,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r8i1p1f1_rlut.npy
182,AWI-CM-1-1-MR,1pctCO2,r1i1p1f1,rlut,pangeo_data/AWI-CM-1-1-MR_1pctCO2_r1i1p1f1_rlut.npy
183,GISS-E2-1-G,piControl,r101i1p1f1,mlotst,pangeo_data/GISS-E2-1-G_piControl_r101i1p1f1_mlotst.npy
184,MRI-ESM2-0,abrupt-4xCO2,r5i1p1f1,rtmt,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r5i1p1f1_rtmt.npy
185,CAMS-CSM1-0,1pctCO2,r2i1p1f1,ts,pangeo_data/CAMS-CSM1-0_1pctCO2_r2i1p1f1_ts.npy
186,MRI-ESM2-0,abrupt-4xCO2,r9i1p1f1,rsut,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r9i1p1f1_rsut.npy
187,NESM3,1pctCO2,r1i1p1f1,ts,pangeo_data/NESM3_1pctCO2_r1i1p1f1_ts.npy
188,CNRM-CM6-1,abrupt-4xCO2,r3i1p1f2,rsdt,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r3i1p1f2_rsdt.npy
189,BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,ts,pangeo_data/BCC-CSM2-MR_abrupt-4xCO2_r1i1p1f1_ts.npy
190,CESM2-WACCM,piControl,r1i1p1f1,ts,pangeo_data/CESM2-WACCM_piControl_r1i1p1f1_ts.npy
191,MRI-ESM2-0,abrupt-4xCO2,r1i1p1f1,rsut,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r1i1p1f1_rsut.npy
192,MRI-ESM2-0,abrupt-4xCO2,r13i1p1f1,rlut,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r13i1p1f1_rlut.npy
193,MRI-ESM2-0,abrupt-4xCO2,r10i1p1f1,ts,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r10i1p1f1_ts.npy
194,MRI-ESM2-0,abrupt-4xCO2,r12i1p1f1,rsut,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r12i1p1f1_rsut.npy
195,CanESM5,1pctCO2,r2i1p2f1,ts,pangeo_data/CanESM5_1pctCO2_r2i1p2f1_ts.npy
196,IPSL-CM6A-LR,1pctCO2,r1i1p1f1,tos,pangeo_data/IPSL-CM6A-LR_1pctCO2_r1i1p1f1_tos.npy
197,AWI-CM-1-1-MR,abrupt-4xCO2,r1i1p1f1,rlut,pangeo_data/AWI-CM-1-1-MR_abrupt-4xCO2_r1i1p1f1_rlut.npy
198,MRI-ESM2-0,1pctCO2,r1i2p1f1,ts,pangeo_data/MRI-ESM2-0_1pctCO2_r1i2p1f1_ts.npy
199,NorCPM1,abrupt-4xCO2,r1i1p1f1,ts,pangeo_data/NorCPM1_abrupt-4xCO2_r1i1p1f1_ts.npy
200,MRI-ESM2-0,1pctCO2,r1i1p1f1,rsut,pangeo_data/MRI-ESM2-0_1pctCO2_r1i1p1f1_rsut.npy
201,EC-Earth3-Veg,abrupt-4xCO2,r1i1p1f1,ts,pangeo_data/EC-Earth3-Veg_abrupt-4xCO2_r1i1p1f1_ts.npy
202,IPSL-CM6A-LR,abrupt-4xCO2,r7i1p1f1,ts,pangeo_data/IPSL-CM6A-LR_abrupt-4xCO2_r7i1p1f1_ts.npy
203,CanESM5,1pctCO2,r2i1p1f1,tos,pangeo_data/CanESM5_1pctCO2_r2i1p1f1_tos.npy
204,GISS-E2-1-G,piControl,r1i1p1f1,ts,pangeo_data/GISS-E2-1-G_piControl_r1i1p1f1_ts.npy
205,GISS-E2-1-G,piControl,r101i1p1f1,tos,pangeo_data/GISS-E2-1-G_piControl_r101i1p1f1_tos.npy
206,NESM3,abrupt-4xCO2,r1i1p1f1,tos,pangeo_data/NESM3_abrupt-4xCO2_r1i1p1f1_tos.npy
207,HadGEM3-GC31-LL,1pctCO2,r1i1p1f3,tos,pangeo_data/HadGEM3-GC31-LL_1pctCO2_r1i1p1f3_tos.npy
208,MRI-ESM2-0,abrupt-4xCO2,r11i1p1f1,rtmt,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r11i1p1f1_rtmt.npy
209,CanESM5,1pctCO2,r1i1p1f1,mlotst,pangeo_data/CanESM5_1pctCO2_r1i1p1f1_mlotst.npy
210,NESM3,abrupt-4xCO2,r1i1p1f1,ts,pangeo_data/NESM3_abrupt-4xCO2_r1i1p1f1_ts.npy
211,CAMS-CSM1-0,abrupt-4xCO2,r2i1p1f1,rsdt,pangeo_data/CAMS-CSM1-0_abrupt-4xCO2_r2i1p1f1_rsdt.npy
212,MRI-ESM2-0,abrupt-4xCO2,r2i1p1f1,rtmt,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r2i1p1f1_rtmt.npy
213,CAMS-CSM1-0,1pctCO2,r1i1p1f1,rlut,pangeo_data/CAMS-CSM1-0_1pctCO2_r1i1p1f1_rlut.npy
214,MPI-ESM1-2-HR,abrupt-4xCO2,r1i1p1f1,rsdt,pangeo_data/MPI-ESM1-2-HR_abrupt-4xCO2_r1i1p1f1_rsdt.npy
215,CNRM-ESM2-1,abrupt-4xCO2,r2i1p1f2,ts,pangeo_data/CNRM-ESM2-1_abrupt-4xCO2_r2i1p1f2_ts.npy
216,MRI-ESM2-0,abrupt-4xCO2,r7i1p1f1,rlut,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r7i1p1f1_rlut.npy
217,EC-Earth3-Veg,piControl,r1i1p1f1,tos,pangeo_data/EC-Earth3-Veg_piControl_r1i1p1f1_tos.npy
218,CESM2-WACCM-FV2,piControl,r1i1p1f1,mlotst,pangeo_data/CESM2-WACCM-FV2_piControl_r1i1p1f1_mlotst.npy
219,GISS-E2-1-G,piControl,r2i1p1f1,tos,pangeo_data/GISS-E2-1-G_piControl_r2i1p1f1_tos.npy
220,NorCPM1,piControl,r1i1p1f1,ts,pangeo_data/NorCPM1_piControl_r1i1p1f1_ts.npy
221,MCM-UA-1-0,1pctCO2,r1i1p1f1,tos,pangeo_data/MCM-UA-1-0_1pctCO2_r1i1p1f1_tos.npy
222,MRI-ESM2-0,abrupt-4xCO2,r6i1p1f1,rsut,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r6i1p1f1_rsut.npy
223,CanESM5,abrupt-4xCO2,r1i1p1f1,ts,pangeo_data/CanESM5_abrupt-4xCO2_r1i1p1f1_ts.npy
224,MRI-ESM2-0,piControl,r1i2p1f1,ts,pangeo_data/MRI-ESM2-0_piControl_r1i2p1f1_ts.npy
225,CNRM-CM6-1,abrupt-4xCO2,r4i1p1f2,rsdt,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r4i1p1f2_rsdt.npy
226,GISS-E2-1-G,piControl,r1i1p1f1,mlotst,pangeo_data/GISS-E2-1-G_piControl_r1i1p1f1_mlotst.npy
227,CNRM-ESM2-1,1pctCO2,r1i1p1f2,ts,pangeo_data/CNRM-ESM2-1_1pctCO2_r1i1p1f2_ts.npy
228,GISS-E2-1-G,piControl,r101i1p1f1,ts,pangeo_data/GISS-E2-1-G_piControl_r101i1p1f1_ts.npy
229,GISS-E2-2-G,piControl,r1i1p1f1,tos,pangeo_data/GISS-E2-2-G_piControl_r1i1p1f1_tos.npy
230,CNRM-ESM2-1,1pctCO2,r3i1p1f2,rlut,pangeo_data/CNRM-ESM2-1_1pctCO2_r3i1p1f2_rlut.npy
231,MRI-ESM2-0,1pctCO2,r1i1p1f1,ts,pangeo_data/MRI-ESM2-0_1pctCO2_r1i1p1f1_ts.npy
232,CNRM-CM6-1,abrupt-4xCO2,r5i1p1f2,rtmt,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r5i1p1f2_rtmt.npy
233,ACCESS-ESM1-5,1pctCO2,r1i1p1f1,ts,pangeo_data/ACCESS-ESM1-5_1pctCO2_r1i1p1f1_ts.npy
234,MRI-ESM2-0,abrupt-4xCO2,r9i1p1f1,ts,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r9i1p1f1_ts.npy
235,CNRM-CM6-1,1pctCO2,r1i1p1f2,ts,pangeo_data/CNRM-CM6-1_1pctCO2_r1i1p1f2_ts.npy
236,CAMS-CSM1-0,piControl,r1i1p1f1,tos,pangeo_data/CAMS-CSM1-0_piControl_r1i1p1f1_tos.npy
237,CESM2-FV2,piControl,r1i1p1f1,tos,pangeo_data/CESM2-FV2_piControl_r1i1p1f1_tos.npy
238,GISS-E2-2-G,piControl,r1i1p1f1,ts,pangeo_data/GISS-E2-2-G_piControl_r1i1p1f1_ts.npy
239,CNRM-ESM2-1,1pctCO2,r2i1p1f2,rsut,pangeo_data/CNRM-ESM2-1_1pctCO2_r2i1p1f2_rsut.npy
240,NESM3,1pctCO2,r1i1p1f1,mlotst,pangeo_data/NESM3_1pctCO2_r1i1p1f1_mlotst.npy
241,CESM2,piControl,r1i1p1f1,mlotst,pangeo_data/CESM2_piControl_r1i1p1f1_mlotst.npy
242,EC-Earth3,piControl,r1i1p1f1,mlotst,pangeo_data/EC-Earth3_piControl_r1i1p1f1_mlotst.npy
243,GFDL-ESM4,piControl,r1i1p1f1,mlotst,pangeo_data/GFDL-ESM4_piControl_r1i1p1f1_mlotst.npy
244,GFDL-ESM4,piControl,r1i1p1f1,tos,pangeo_data/GFDL-ESM4_piControl_r1i1p1f1_tos.npy
245,EC-Earth3-Veg,1pctCO2,r1i1p1f1,tos,pangeo_data/EC-Earth3-Veg_1pctCO2_r1i1p1f1_tos.npy
246,CNRM-ESM2-1,abrupt-4xCO2,r3i1p1f2,rlut,pangeo_data/CNRM-ESM2-1_abrupt-4xCO2_r3i1p1f2_rlut.npy
247,CNRM-ESM2-1,abrupt-4xCO2,r2i1p1f2,rsut,pangeo_data/CNRM-ESM2-1_abrupt-4xCO2_r2i1p1f2_rsut.npy
248,GISS-E2-1-G,abrupt-4xCO2,r1i1p1f1,ts,pangeo_data/GISS-E2-1-G_abrupt-4xCO2_r1i1p1f1_ts.npy
249,MIROC6,abrupt-4xCO2,r1i1p1f1,ts,pangeo_data/MIROC6_abrupt-4xCO2_r1i1p1f1_ts.npy
250,CNRM-CM6-1,abrupt-4xCO2,r1i1p1f2,rsut,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r1i1p1f2_rsut.npy
251,AWI-CM-1-1-MR,abrupt-4xCO2,r1i1p1f1,tos,pangeo_data/AWI-CM-1-1-MR_abrupt-4xCO2_r1i1p1f1_tos.npy
252,MRI-ESM2-0,abrupt-4xCO2,r3i1p1f1,rsdt,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r3i1p1f1_rsdt.npy
253,HadGEM3-GC31-MM,1pctCO2,r1i1p1f3,ts,pangeo_data/HadGEM3-GC31-MM_1pctCO2_r1i1p1f3_ts.npy
254,GISS-E2-1-G,abrupt-4xCO2,r1i1p1f1,mlotst,pangeo_data/GISS-E2-1-G_abrupt-4xCO2_r1i1p1f1_mlotst.npy
255,CanESM5,1pctCO2,r1i1p2f1,tos,pangeo_data/CanESM5_1pctCO2_r1i1p2f1_tos.npy
256,MRI-ESM2-0,abrupt-4xCO2,r12i1p1f1,ts,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r12i1p1f1_ts.npy
257,MRI-ESM2-0,abrupt-4xCO2,r10i1p1f1,rsdt,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r10i1p1f1_rsdt.npy
258,UKESM1-0-LL,1pctCO2,r2i1p1f2,ts,pangeo_data/UKESM1-0-LL_1pctCO2_r2i1p1f2_ts.npy
259,CAMS-CSM1-0,1pctCO2,r2i1p1f1,rsdt,pangeo_data/CAMS-CSM1-0_1pctCO2_r2i1p1f1_rsdt.npy
260,NorCPM1,1pctCO2,r1i1p1f1,mlotst,pangeo_data/NorCPM1_1pctCO2_r1i1p1f1_mlotst.npy
261,HadGEM3-GC31-LL,1pctCO2,r2i1p1f3,ts,pangeo_data/HadGEM3-GC31-LL_1pctCO2_r2i1p1f3_ts.npy
262,HadGEM3-GC31-LL,1pctCO2,r4i1p1f3,tos,pangeo_data/HadGEM3-GC31-LL_1pctCO2_r4i1p1f3_tos.npy
263,GISS-E2-1-G,piControl,r1i1p1f2,mlotst,pangeo_data/GISS-E2-1-G_piControl_r1i1p1f2_mlotst.npy
264,BCC-ESM1,abrupt-4xCO2,r1i1p1f1,ts,pangeo_data/BCC-ESM1_abrupt-4xCO2_r1i1p1f1_ts.npy
265,CNRM-CM6-1,abrupt-4xCO2,r2i1p1f2,rtmt,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r2i1p1f2_rtmt.npy
266,CAMS-CSM1-0,abrupt-4xCO2,r1i1p1f1,rlut,pangeo_data/CAMS-CSM1-0_abrupt-4xCO2_r1i1p1f1_rlut.npy
267,CNRM-ESM2-1,1pctCO2,r4i1p1f2,rlut,pangeo_data/CNRM-ESM2-1_1pctCO2_r4i1p1f2_rlut.npy
268,BCC-ESM1,piControl,r1i1p1f1,ts,pangeo_data/BCC-ESM1_piControl_r1i1p1f1_ts.npy
269,CNRM-ESM2-1,abrupt-4xCO2,r1i1p1f2,rtmt,pangeo_data/CNRM-ESM2-1_abrupt-4xCO2_r1i1p1f2_rtmt.npy
270,NESM3,abrupt-4xCO2,r1i1p1f1,rsdt,pangeo_data/NESM3_abrupt-4xCO2_r1i1p1f1_rsdt.npy
271,IPSL-CM6A-LR,abrupt-4xCO2,r2i1p1f1,ts,pangeo_data/IPSL-CM6A-LR_abrupt-4xCO2_r2i1p1f1_ts.npy
272,MRI-ESM2-0,piControl,r1i1p1f1,ts,pangeo_data/MRI-ESM2-0_piControl_r1i1p1f1_ts.npy
273,IPSL-CM6A-LR,abrupt-4xCO2,r5i1p1f1,ts,pangeo_data/IPSL-CM6A-LR_abrupt-4xCO2_r5i1p1f1_ts.npy
274,BCC-ESM1,piControl,r1i1p1f1,mlotst,pangeo_data/BCC-ESM1_piControl_r1i1p1f1_mlotst.npy
275,GISS-E2-1-G,1pctCO2,r1i1p3f1,tos,pangeo_data/GISS-E2-1-G_1pctCO2_r1i1p3f1_tos.npy
276,CNRM-ESM2-1,1pctCO2,r3i1p1f2,ts,pangeo_data/CNRM-ESM2-1_1pctCO2_r3i1p1f2_ts.npy
277,MPI-ESM1-2-LR,piControl,r1i1p1f1,ts,pangeo_data/MPI-ESM1-2-LR_piControl_r1i1p1f1_ts.npy
278,CESM2-WACCM,1pctCO2,r1i1p1f1,ts,pangeo_data/CESM2-WACCM_1pctCO2_r1i1p1f1_ts.npy
279,CESM2-FV2,piControl,r1i1p1f1,mlotst,pangeo_data/CESM2-FV2_piControl_r1i1p1f1_mlotst.npy
280,MRI-ESM2-0,1pctCO2,r1i2p1f1,rlut,pangeo_data/MRI-ESM2-0_1pctCO2_r1i2p1f1_rlut.npy
281,CNRM-ESM2-1,1pctCO2,r4i1p1f2,ts,pangeo_data/CNRM-ESM2-1_1pctCO2_r4i1p1f2_ts.npy
282,MRI-ESM2-0,abrupt-4xCO2,r1i2p1f1,rlut,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r1i2p1f1_rlut.npy
283,NorCPM1,piControl,r3i1p1f1,ts,pangeo_data/NorCPM1_piControl_r3i1p1f1_ts.npy
284,NESM3,1pctCO2,r1i1p1f1,rlut,pangeo_data/NESM3_1pctCO2_r1i1p1f1_rlut.npy
285,CanESM5,1pctCO2,r3i1p1f1,tos,pangeo_data/CanESM5_1pctCO2_r3i1p1f1_tos.npy
286,MRI-ESM2-0,abrupt-4xCO2,r4i1p1f1,rsdt,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r4i1p1f1_rsdt.npy
287,CNRM-CM6-1,abrupt-4xCO2,r6i1p1f2,rsut,pangeo_data/CNRM-CM6-1_abrupt-4xCO2_r6i1p1f2_rsut.npy
288,NorESM2-MM,abrupt-4xCO2,r1i1p1f1,ts,pangeo_data/NorESM2-MM_abrupt-4xCO2_r1i1p1f1_ts.npy
289,CNRM-CM6-1,1pctCO2,r1i1p1f2,rsdt,pangeo_data/CNRM-CM6-1_1pctCO2_r1i1p1f2_rsdt.npy
290,MRI-ESM2-0,1pctCO2,r1i2p1f1,rsut,pangeo_data/MRI-ESM2-0_1pctCO2_r1i2p1f1_rsut.npy
291,CESM2-WACCM,piControl,r1i1p1f1,mlotst,pangeo_data/CESM2-WACCM_piControl_r1i1p1f1_mlotst.npy
292,GISS-E2-1-G,1pctCO2,r1i1p1f1,ts,pangeo_data/GISS-E2-1-G_1pctCO2_r1i1p1f1_ts.npy
293,MRI-ESM2-0,abrupt-4xCO2,r5i1p1f1,rsdt,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r5i1p1f1_rsdt.npy
294,MRI-ESM2-0,abrupt-4xCO2,r1i2p1f1,rsut,pangeo_data/MRI-ESM2-0_abrupt-4xCO2_r1i2p1f1_rsut.npy
295,UKESM1-0-LL,1pctCO2,r3i1p1f2,ts,pangeo_data/UKESM1-0-LL_1pctCO2_r3i1p1f2_ts.npy
