,activity_id,institution_id,source_id,experiment_id,member_id,table_id,variable_id,grid_label,zstore,dcpp_init_year
7336,CMIP,CAMS,CAMS-CSM1-0,piControl,r1i1p1f1,Amon,rsut,gn,gs://cmip6/CMIP/CAMS/CAMS-CSM1-0/piControl/r1i1p1f1/Amon/rsut/gn/,
49008,CMIP,NCAR,CESM2,1pctCO2,r1i1p1f1,Amon,rsdt,gn,gs://cmip6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/rsdt/gn/,
49005,CMIP,NCAR,CESM2,1pctCO2,r1i1p1f1,Amon,rlut,gn,gs://cmip6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/rlut/gn/,
49208,CMIP,NCAR,CESM2,1pctCO2,r1i1p1f1,day,rlut,gn,gs://cmip6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/day/rlut/gn/,
49010,CMIP,NCAR,CESM2,1pctCO2,r1i1p1f1,Amon,rsut,gn,gs://cmip6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/rsut/gn/,
52646,CMIP,NCAR,CESM2,piControl,r1i1p1f1,Amon,rsdt,gn,gs://cmip6/CMIP/NCAR/CESM2/piControl/r1i1p1f1/Amon/rsdt/gn/,
52642,CMIP,NCAR,CESM2,piControl,r1i1p1f1,Amon,rlut,gn,gs://cmip6/CMIP/NCAR/CESM2/piControl/r1i1p1f1/Amon/rlut/gn/,
52785,CMIP,NCAR,CESM2,piControl,r1i1p1f1,day,rlut,gn,gs://cmip6/CMIP/NCAR/CESM2/piControl/r1i1p1f1/day/rlut/gn/,
52649,CMIP,NCAR,CESM2,piControl,r1i1p1f1,Amon,rsut,gn,gs://cmip6/CMIP/NCAR/CESM2/piControl/r1i1p1f1/Amon/rsut/gn/,
46636,CMIP,NCAR,CESM2-FV2,piControl,r1i1p1f1,Amon,rsdt,gn,gs://cmip6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/Amon/rsdt/gn/,
46632,CMIP,NCAR,CESM2-FV2,piControl,r1i1p1f1,Amon,rlut,gn,gs://cmip6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/Amon/rlut/gn/,
46639,CMIP,NCAR,CESM2-FV2,piControl,r1i1p1f1,Amon,rsut,gn,gs://cmip6/CMIP/NCAR/CESM2-FV2/piControl/r1i1p1f1/Amon/rsut/gn/,
47426,CMIP,NCAR,CESM2-WACCM,1pctCO2,r1i1p1f1,Amon,rsdt,gn,gs://cmip6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/rsdt/gn/,
47423,CMIP,NCAR,CESM2-WACCM,1pctCO2,r1i1p1f1,Amon,rlut,gn,gs://cmip6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/rlut/gn/,
47621,CMIP,NCAR,CESM2-WACCM,1pctCO2,r1i1p1f1,day,rlut,gn,gs://cmip6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/day/rlut/gn/,
47428,CMIP,NCAR,CESM2-WACCM,1pctCO2,r1i1p1f1,Amon,rsut,gn,gs://cmip6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/rsut/gn/,
47644,CMIP,NCAR,CESM2-WACCM,abrupt-4xCO2,r1i1p1f1,Amon,rsdt,gn,gs://cmip6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/Amon/rsdt/gn/,
47641,CMIP,NCAR,CESM2-WACCM,abrupt-4xCO2,r1i1p1f1,Amon,rlut,gn,gs://cmip6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/Amon/rlut/gn/,
47800,CMIP,NCAR,CESM2-WACCM,abrupt-4xCO2,r1i1p1f1,day,rlut,gn,gs://cmip6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/day/rlut/gn/,
47646,CMIP,NCAR,CESM2-WACCM,abrupt-4xCO2,r1i1p1f1,Amon,rsut,gn,gs://cmip6/CMIP/NCAR/CESM2-WACCM/abrupt-4xCO2/r1i1p1f1/Amon/rsut/gn/,
48802,CMIP,NCAR,CESM2-WACCM,piControl,r1i1p1f1,Amon,rsdt,gn,gs://cmip6/CMIP/NCAR/CESM2-WACCM/piControl/r1i1p1f1/Amon/rsdt/gn/,
48798,CMIP,NCAR,CESM2-WACCM,piControl,r1i1p1f1,Amon,rlut,gn,gs://cmip6/CMIP/NCAR/CESM2-WACCM/piControl/r1i1p1f1/Amon/rlut/gn/,
48805,CMIP,NCAR,CESM2-WACCM,piControl,r1i1p1f1,Amon,rsut,gn,gs://cmip6/CMIP/NCAR/CESM2-WACCM/piControl/r1i1p1f1/Amon/rsut/gn/,
47178,CMIP,NCAR,CESM2-WACCM-FV2,piControl,r1i1p1f1,Amon,rsdt,gn,gs://cmip6/CMIP/NCAR/CESM2-WACCM-FV2/piControl/r1i1p1f1/Amon/rsdt/gn/,
47174,CMIP,NCAR,CESM2-WACCM-FV2,piControl,r1i1p1f1,Amon,rlut,gn,gs://cmip6/CMIP/NCAR/CESM2-WACCM-FV2/piControl/r1i1p1f1/Amon/rlut/gn/,
47181,CMIP,NCAR,CESM2-WACCM-FV2,piControl,r1i1p1f1,Amon,rsut,gn,gs://cmip6/CMIP/NCAR/CESM2-WACCM-FV2/piControl/r1i1p1f1/Amon/rsut/gn/,
16363,CMIP,CNRM-CERFACS,CNRM-CM6-1,1pctCO2,r1i1p1f2,Amon,rsdt,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-CM6-1/1pctCO2/r1i1p1f2/Amon/rsdt/gr/,
16360,CMIP,CNRM-CERFACS,CNRM-CM6-1,1pctCO2,r1i1p1f2,Amon,rlut,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-CM6-1/1pctCO2/r1i1p1f2/Amon/rlut/gr/,
16414,CMIP,CNRM-CERFACS,CNRM-CM6-1,1pctCO2,r1i1p1f2,day,rlut,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-CM6-1/1pctCO2/r1i1p1f2/day/rlut/gr/,
16365,CMIP,CNRM-CERFACS,CNRM-CM6-1,1pctCO2,r1i1p1f2,Amon,rsut,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-CM6-1/1pctCO2/r1i1p1f2/Amon/rsut/gr/,
20099,CMIP,CNRM-CERFACS,CNRM-CM6-1,piControl,r1i1p1f2,Amon,rsdt,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-CM6-1/piControl/r1i1p1f2/Amon/rsdt/gr/,
20095,CMIP,CNRM-CERFACS,CNRM-CM6-1,piControl,r1i1p1f2,Amon,rlut,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-CM6-1/piControl/r1i1p1f2/Amon/rlut/gr/,
20102,CMIP,CNRM-CERFACS,CNRM-CM6-1,piControl,r1i1p1f2,Amon,rsut,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-CM6-1/piControl/r1i1p1f2/Amon/rsut/gr/,
16216,CMIP,CNRM-CERFACS,CNRM-CM6-1-HR,abrupt-4xCO2,r1i1p1f2,Amon,rsdt,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-CM6-1-HR/abrupt-4xCO2/r1i1p1f2/Amon/rsdt/gr/,
16213,CMIP,CNRM-CERFACS,CNRM-CM6-1-HR,abrupt-4xCO2,r1i1p1f2,Amon,rlut,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-CM6-1-HR/abrupt-4xCO2/r1i1p1f2/Amon/rlut/gr/,
16217,CMIP,CNRM-CERFACS,CNRM-CM6-1-HR,abrupt-4xCO2,r1i1p1f2,Amon,rsut,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-CM6-1-HR/abrupt-4xCO2/r1i1p1f2/Amon/rsut/gr/,
16307,CMIP,CNRM-CERFACS,CNRM-CM6-1-HR,piControl,r1i1p1f2,Amon,rsdt,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-CM6-1-HR/piControl/r1i1p1f2/Amon/rsdt/gr/,
16303,CMIP,CNRM-CERFACS,CNRM-CM6-1-HR,piControl,r1i1p1f2,Amon,rlut,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-CM6-1-HR/piControl/r1i1p1f2/Amon/rlut/gr/,
16310,CMIP,CNRM-CERFACS,CNRM-CM6-1-HR,piControl,r1i1p1f2,Amon,rsut,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-CM6-1-HR/piControl/r1i1p1f2/Amon/rsut/gr/,
20182,CMIP,CNRM-CERFACS,CNRM-ESM2-1,1pctCO2,r1i1p1f2,Amon,rsdt,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/1pctCO2/r1i1p1f2/Amon/rsdt/gr/,
20277,CMIP,CNRM-CERFACS,CNRM-ESM2-1,1pctCO2,r2i1p1f2,Amon,rsdt,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/1pctCO2/r2i1p1f2/Amon/rsdt/gr/,
20367,CMIP,CNRM-CERFACS,CNRM-ESM2-1,1pctCO2,r3i1p1f2,Amon,rsdt,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/1pctCO2/r3i1p1f2/Amon/rsdt/gr/,
20457,CMIP,CNRM-CERFACS,CNRM-ESM2-1,1pctCO2,r4i1p1f2,Amon,rsdt,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/1pctCO2/r4i1p1f2/Amon/rsdt/gr/,
20179,CMIP,CNRM-CERFACS,CNRM-ESM2-1,1pctCO2,r1i1p1f2,Amon,rlut,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/1pctCO2/r1i1p1f2/Amon/rlut/gr/,
20255,CMIP,CNRM-CERFACS,CNRM-ESM2-1,1pctCO2,r1i1p1f2,day,rlut,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/1pctCO2/r1i1p1f2/day/rlut/gr/,
20274,CMIP,CNRM-CERFACS,CNRM-ESM2-1,1pctCO2,r2i1p1f2,Amon,rlut,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/1pctCO2/r2i1p1f2/Amon/rlut/gr/,
20364,CMIP,CNRM-CERFACS,CNRM-ESM2-1,1pctCO2,r3i1p1f2,Amon,rlut,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/1pctCO2/r3i1p1f2/Amon/rlut/gr/,
20454,CMIP,CNRM-CERFACS,CNRM-ESM2-1,1pctCO2,r4i1p1f2,Amon,rlut,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/1pctCO2/r4i1p1f2/Amon/rlut/gr/,
20184,CMIP,CNRM-CERFACS,CNRM-ESM2-1,1pctCO2,r1i1p1f2,Amon,rsut,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/1pctCO2/r1i1p1f2/Amon/rsut/gr/,
20279,CMIP,CNRM-CERFACS,CNRM-ESM2-1,1pctCO2,r2i1p1f2,Amon,rsut,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/1pctCO2/r2i1p1f2/Amon/rsut/gr/,
20369,CMIP,CNRM-CERFACS,CNRM-ESM2-1,1pctCO2,r3i1p1f2,Amon,rsut,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/1pctCO2/r3i1p1f2/Amon/rsut/gr/,
20459,CMIP,CNRM-CERFACS,CNRM-ESM2-1,1pctCO2,r4i1p1f2,Amon,rsut,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/1pctCO2/r4i1p1f2/Amon/rsut/gr/,
22136,CMIP,CNRM-CERFACS,CNRM-ESM2-1,piControl,r1i1p1f2,Amon,rsdt,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/piControl/r1i1p1f2/Amon/rsdt/gr/,
22132,CMIP,CNRM-CERFACS,CNRM-ESM2-1,piControl,r1i1p1f2,Amon,rlut,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/piControl/r1i1p1f2/Amon/rlut/gr/,
22139,CMIP,CNRM-CERFACS,CNRM-ESM2-1,piControl,r1i1p1f2,Amon,rsut,gr,gs://cmip6/CMIP/CNRM-CERFACS/CNRM-ESM2-1/piControl/r1i1p1f2/Amon/rsut/gr/,
15967,CMIP,CCCma,CanESM5,piControl,r1i1p1f1,Amon,rsdt,gn,gs://cmip6/CMIP/CCCma/CanESM5/piControl/r1i1p1f1/Amon/rsdt/gn/,
16075,CMIP,CCCma,CanESM5,piControl,r1i1p2f1,Amon,rsdt,gn,gs://cmip6/CMIP/CCCma/CanESM5/piControl/r1i1p2f1/Amon/rsdt/gn/,
15963,CMIP,CCCma,CanESM5,piControl,r1i1p1f1,Amon,rlut,gn,gs://cmip6/CMIP/CCCma/CanESM5/piControl/r1i1p1f1/Amon/rlut/gn/,
16072,CMIP,CCCma,CanESM5,piControl,r1i1p2f1,Amon,rlut,gn,gs://cmip6/CMIP/CCCma/CanESM5/piControl/r1i1p2f1/Amon/rlut/gn/,
15970,CMIP,CCCma,CanESM5,piControl,r1i1p1f1,Amon,rsut,gn,gs://cmip6/CMIP/CCCma/CanESM5/piControl/r1i1p1f1/Amon/rsut/gn/,
16077,CMIP,CCCma,CanESM5,piControl,r1i1p2f1,Amon,rsut,gn,gs://cmip6/CMIP/CCCma/CanESM5/piControl/r1i1p2f1/Amon/rsut/gn/,
23557,CMIP,E3SM-Project,E3SM-1-0,piControl,r1i1p1f1,Amon,rsdt,gr,gs://cmip6/CMIP/E3SM-Project/E3SM-1-0/piControl/r1i1p1f1/Amon/rsdt/gr/,
23553,CMIP,E3SM-Project,E3SM-1-0,piControl,r1i1p1f1,Amon,rlut,gr,gs://cmip6/CMIP/E3SM-Project/E3SM-1-0/piControl/r1i1p1f1/Amon/rlut/gr/,
23560,CMIP,E3SM-Project,E3SM-1-0,piControl,r1i1p1f1,Amon,rsut,gr,gs://cmip6/CMIP/E3SM-Project/E3SM-1-0/piControl/r1i1p1f1/Amon/rsut/gr/,
23740,CMIP,E3SM-Project,E3SM-1-1,piControl,r1i1p1f1,Amon,rsdt,gr,gs://cmip6/CMIP/E3SM-Project/E3SM-1-1/piControl/r1i1p1f1/Amon/rsdt/gr/,
23736,CMIP,E3SM-Project,E3SM-1-1,piControl,r1i1p1f1,Amon,rlut,gr,gs://cmip6/CMIP/E3SM-Project/E3SM-1-1/piControl/r1i1p1f1/Amon/rlut/gr/,
23743,CMIP,E3SM-Project,E3SM-1-1,piControl,r1i1p1f1,Amon,rsut,gr,gs://cmip6/CMIP/E3SM-Project/E3SM-1-1/piControl/r1i1p1f1/Amon/rsut/gr/,
24784,CMIP,EC-Earth-Consortium,EC-Earth3,piControl,r1i1p1f1,Amon,rsdt,gr,gs://cmip6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/rsdt/gr/,
24780,CMIP,EC-Earth-Consortium,EC-Earth3,piControl,r1i1p1f1,Amon,rlut,gr,gs://cmip6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/rlut/gr/,
24787,CMIP,EC-Earth-Consortium,EC-Earth3,piControl,r1i1p1f1,Amon,rsut,gr,gs://cmip6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/rsut/gr/,
24244,CMIP,EC-Earth-Consortium,EC-Earth3-Veg,piControl,r1i1p1f1,Amon,rsdt,gr,gs://cmip6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg/piControl/r1i1p1f1/Amon/rsdt/gr/,
24240,CMIP,EC-Earth-Consortium,EC-Earth3-Veg,piControl,r1i1p1f1,Amon,rlut,gr,gs://cmip6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg/piControl/r1i1p1f1/Amon/rlut/gr/,
24247,CMIP,EC-Earth-Consortium,EC-Earth3-Veg,piControl,r1i1p1f1,Amon,rsut,gr,gs://cmip6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg/piControl/r1i1p1f1/Amon/rsut/gr/,
7692,CMIP,CAS,FGOALS-g3,piControl,r1i1p1f1,Amon,rtmt,gn,gs://cmip6/CMIP/CAS/FGOALS-g3/piControl/r1i1p1f1/Amon/rtmt/gn/,
54689,CMIP,NOAA-GFDL,GFDL-CM4,1pctCO2,r1i1p1f1,Amon,rsdt,gr1,gs://cmip6/CMIP/NOAA-GFDL/GFDL-CM4/1pctCO2/r1i1p1f1/Amon/rsdt/gr1/,
54686,CMIP,NOAA-GFDL,GFDL-CM4,1pctCO2,r1i1p1f1,Amon,rlut,gr1,gs://cmip6/CMIP/NOAA-GFDL/GFDL-CM4/1pctCO2/r1i1p1f1/Amon/rlut/gr1/,
54772,CMIP,NOAA-GFDL,GFDL-CM4,1pctCO2,r1i1p1f1,day,rlut,gr1,gs://cmip6/CMIP/NOAA-GFDL/GFDL-CM4/1pctCO2/r1i1p1f1/day/rlut/gr1/,
54773,CMIP,NOAA-GFDL,GFDL-CM4,1pctCO2,r1i1p1f1,day,rlut,gr2,gs://cmip6/CMIP/NOAA-GFDL/GFDL-CM4/1pctCO2/r1i1p1f1/day/rlut/gr2/,
54691,CMIP,NOAA-GFDL,GFDL-CM4,1pctCO2,r1i1p1f1,Amon,rsut,gr1,gs://cmip6/CMIP/NOAA-GFDL/GFDL-CM4/1pctCO2/r1i1p1f1/Amon/rsut/gr1/,
54793,CMIP,NOAA-GFDL,GFDL-CM4,abrupt-4xCO2,r1i1p1f1,Amon,rsdt,gr1,gs://cmip6/CMIP/NOAA-GFDL/GFDL-CM4/abrupt-4xCO2/r1i1p1f1/Amon/rsdt/gr1/,
54790,CMIP,NOAA-GFDL,GFDL-CM4,abrupt-4xCO2,r1i1p1f1,Amon,rlut,gr1,gs://cmip6/CMIP/NOAA-GFDL/GFDL-CM4/abrupt-4xCO2/r1i1p1f1/Amon/rlut/gr1/,
54876,CMIP,NOAA-GFDL,GFDL-CM4,abrupt-4xCO2,r1i1p1f1,day,rlut,gr1,gs://cmip6/CMIP/NOAA-GFDL/GFDL-CM4/abrupt-4xCO2/r1i1p1f1/day/rlut/gr1/,
54877,CMIP,NOAA-GFDL,GFDL-CM4,abrupt-4xCO2,r1i1p1f1,day,rlut,gr2,gs://cmip6/CMIP/NOAA-GFDL/GFDL-CM4/abrupt-4xCO2/r1i1p1f1/day/rlut/gr2/,
54795,CMIP,NOAA-GFDL,GFDL-CM4,abrupt-4xCO2,r1i1p1f1,Amon,rsut,gr1,gs://cmip6/CMIP/NOAA-GFDL/GFDL-CM4/abrupt-4xCO2/r1i1p1f1/Amon/rsut/gr1/,
55156,CMIP,NOAA-GFDL,GFDL-CM4,piControl,r1i1p1f1,Amon,rsdt,gr1,gs://cmip6/CMIP/NOAA-GFDL/GFDL-CM4/piControl/r1i1p1f1/Amon/rsdt/gr1/,
55152,CMIP,NOAA-GFDL,GFDL-CM4,piControl,r1i1p1f1,Amon,rlut,gr1,gs://cmip6/CMIP/NOAA-GFDL/GFDL-CM4/piControl/r1i1p1f1/Amon/rlut/gr1/,
55249,CMIP,NOAA-GFDL,GFDL-CM4,piControl,r1i1p1f1,day,rlut,gr1,gs://cmip6/CMIP/NOAA-GFDL/GFDL-CM4/piControl/r1i1p1f1/day/rlut/gr1/,
55250,CMIP,NOAA-GFDL,GFDL-CM4,piControl,r1i1p1f1,day,rlut,gr2,gs://cmip6/CMIP/NOAA-GFDL/GFDL-CM4/piControl/r1i1p1f1/day/rlut/gr2/,
55159,CMIP,NOAA-GFDL,GFDL-CM4,piControl,r1i1p1f1,Amon,rsut,gr1,gs://cmip6/CMIP/NOAA-GFDL/GFDL-CM4/piControl/r1i1p1f1/Amon/rsut/gr1/,
55398,CMIP,NOAA-GFDL,GFDL-ESM4,abrupt-4xCO2,r1i1p1f1,Amon,rsdt,gr1,gs://cmip6/CMIP/NOAA-GFDL/GFDL-ESM4/abrupt-4xCO2/r1i1p1f1/Amon/rsdt/gr1/,
55396,CMIP,NOAA-GFDL,GFDL-ESM4,abrupt-4xCO2,r1i1p1f1,Amon,rlut,gr1,gs://cmip6/CMIP/NOAA-GFDL/GFDL-ESM4/abrupt-4xCO2/r1i1p1f1/Amon/rlut/gr1/,
55399,CMIP,NOAA-GFDL,GFDL-ESM4,abrupt-4xCO2,r1i1p1f1,Amon,rsut,gr1,gs://cmip6/CMIP/NOAA-GFDL/GFDL-ESM4/abrupt-4xCO2/r1i1p1f1/Amon/rsut/gr1/,
55791,CMIP,NOAA-GFDL,GFDL-ESM4,piControl,r1i1p1f1,Amon,rsdt,gr1,gs://cmip6/CMIP/NOAA-GFDL/GFDL-ESM4/piControl/r1i1p1f1/Amon/rsdt/gr1/,
55787,CMIP,NOAA-GFDL,GFDL-ESM4,piControl,r1i1p1f1,Amon,rlut,gr1,gs://cmip6/CMIP/NOAA-GFDL/GFDL-ESM4/piControl/r1i1p1f1/Amon/rlut/gr1/,
55794,CMIP,NOAA-GFDL,GFDL-ESM4,piControl,r1i1p1f1,Amon,rsut,gr1,gs://cmip6/CMIP/NOAA-GFDL/GFDL-ESM4/piControl/r1i1p1f1/Amon/rsut/gr1/,
41781,CMIP,NASA-GISS,GISS-E2-1-G,abrupt-4xCO2,r102i1p1f1,Amon,rsdt,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/abrupt-4xCO2/r102i1p1f1/Amon/rsdt/gn/,
41818,CMIP,NASA-GISS,GISS-E2-1-G,abrupt-4xCO2,r1i1p1f1,Amon,rsdt,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/abrupt-4xCO2/r1i1p1f1/Amon/rsdt/gn/,
41877,CMIP,NASA-GISS,GISS-E2-1-G,abrupt-4xCO2,r1i1p1f3,Amon,rsdt,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/abrupt-4xCO2/r1i1p1f3/Amon/rsdt/gn/,
41913,CMIP,NASA-GISS,GISS-E2-1-G,abrupt-4xCO2,r1i1p3f1,Amon,rsdt,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/abrupt-4xCO2/r1i1p3f1/Amon/rsdt/gn/,
41778,CMIP,NASA-GISS,GISS-E2-1-G,abrupt-4xCO2,r102i1p1f1,Amon,rlut,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/abrupt-4xCO2/r102i1p1f1/Amon/rlut/gn/,
41815,CMIP,NASA-GISS,GISS-E2-1-G,abrupt-4xCO2,r1i1p1f1,Amon,rlut,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/abrupt-4xCO2/r1i1p1f1/Amon/rlut/gn/,
41874,CMIP,NASA-GISS,GISS-E2-1-G,abrupt-4xCO2,r1i1p1f3,Amon,rlut,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/abrupt-4xCO2/r1i1p1f3/Amon/rlut/gn/,
41911,CMIP,NASA-GISS,GISS-E2-1-G,abrupt-4xCO2,r1i1p3f1,Amon,rlut,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/abrupt-4xCO2/r1i1p3f1/Amon/rlut/gn/,
41783,CMIP,NASA-GISS,GISS-E2-1-G,abrupt-4xCO2,r102i1p1f1,Amon,rsut,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/abrupt-4xCO2/r102i1p1f1/Amon/rsut/gn/,
41820,CMIP,NASA-GISS,GISS-E2-1-G,abrupt-4xCO2,r1i1p1f1,Amon,rsut,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/abrupt-4xCO2/r1i1p1f1/Amon/rsut/gn/,
41879,CMIP,NASA-GISS,GISS-E2-1-G,abrupt-4xCO2,r1i1p1f3,Amon,rsut,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/abrupt-4xCO2/r1i1p1f3/Amon/rsut/gn/,
41914,CMIP,NASA-GISS,GISS-E2-1-G,abrupt-4xCO2,r1i1p3f1,Amon,rsut,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/abrupt-4xCO2/r1i1p3f1/Amon/rsut/gn/,
44310,CMIP,NASA-GISS,GISS-E2-1-G,piControl,r101i1p1f1,Amon,rsdt,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/piControl/r101i1p1f1/Amon/rsdt/gn/,
44383,CMIP,NASA-GISS,GISS-E2-1-G,piControl,r102i1p1f1,Amon,rsdt,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/piControl/r102i1p1f1/Amon/rsdt/gn/,
44455,CMIP,NASA-GISS,GISS-E2-1-G,piControl,r1i1p1f1,Amon,rsdt,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/piControl/r1i1p1f1/Amon/rsdt/gn/,
44527,CMIP,NASA-GISS,GISS-E2-1-G,piControl,r1i1p1f2,Amon,rsdt,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/piControl/r1i1p1f2/Amon/rsdt/gn/,
44590,CMIP,NASA-GISS,GISS-E2-1-G,piControl,r1i1p1f3,Amon,rsdt,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/piControl/r1i1p1f3/Amon/rsdt/gn/,
44646,CMIP,NASA-GISS,GISS-E2-1-G,piControl,r1i1p3f1,Amon,rsdt,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/piControl/r1i1p3f1/Amon/rsdt/gn/,
44689,CMIP,NASA-GISS,GISS-E2-1-G,piControl,r2i1p1f1,Amon,rsdt,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/piControl/r2i1p1f1/Amon/rsdt/gn/,
44306,CMIP,NASA-GISS,GISS-E2-1-G,piControl,r101i1p1f1,Amon,rlut,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/piControl/r101i1p1f1/Amon/rlut/gn/,
44380,CMIP,NASA-GISS,GISS-E2-1-G,piControl,r102i1p1f1,Amon,rlut,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/piControl/r102i1p1f1/Amon/rlut/gn/,
44452,CMIP,NASA-GISS,GISS-E2-1-G,piControl,r1i1p1f1,Amon,rlut,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/piControl/r1i1p1f1/Amon/rlut/gn/,
44524,CMIP,NASA-GISS,GISS-E2-1-G,piControl,r1i1p1f2,Amon,rlut,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/piControl/r1i1p1f2/Amon/rlut/gn/,
44587,CMIP,NASA-GISS,GISS-E2-1-G,piControl,r1i1p1f3,Amon,rlut,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/piControl/r1i1p1f3/Amon/rlut/gn/,
44645,CMIP,NASA-GISS,GISS-E2-1-G,piControl,r1i1p3f1,Amon,rlut,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/piControl/r1i1p3f1/Amon/rlut/gn/,
44686,CMIP,NASA-GISS,GISS-E2-1-G,piControl,r2i1p1f1,Amon,rlut,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/piControl/r2i1p1f1/Amon/rlut/gn/,
44313,CMIP,NASA-GISS,GISS-E2-1-G,piControl,r101i1p1f1,Amon,rsut,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/piControl/r101i1p1f1/Amon/rsut/gn/,
44385,CMIP,NASA-GISS,GISS-E2-1-G,piControl,r102i1p1f1,Amon,rsut,gn,gs://cmip6/CMIP/NASA-GISS/GISS-E2-1-G/piControl/r102i1p1f1/Amon/rsut/gn/,
