,activity_id,institution_id,source_id,experiment_id,member_id,table_id,variable_id,grid_label,zstore,dcpp_init_year
21606,CMIP,CSIRO,ACCESS-ESM1-5,piControl,r1i1p1f1,Omon,tos,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/piControl/r1i1p1f1/Omon/tos/gn/,
21655,CMIP,E3SM-Project,E3SM-1-0,1pctCO2,r1i1p1f1,Amon,ts,gr,gs://cmip6/CMIP/E3SM-Project/E3SM-1-0/1pctCO2/r1i1p1f1/Amon/ts/gr/,
21662,CMIP,E3SM-Project,E3SM-1-0,1pctCO2,r1i1p1f1,Omon,mlotst,gr,gs://cmip6/CMIP/E3SM-Project/E3SM-1-0/1pctCO2/r1i1p1f1/Omon/mlotst/gr/,
21665,CMIP,E3SM-Project,E3SM-1-0,1pctCO2,r1i1p1f1,Omon,tos,gr,gs://cmip6/CMIP/E3SM-Project/E3SM-1-0/1pctCO2/r1i1p1f1/Omon/tos/gr/,
22182,CMIP,E3SM-Project,E3SM-1-1,piControl,r1i1p1f1,Amon,ts,gr,gs://cmip6/CMIP/E3SM-Project/E3SM-1-1/piControl/r1i1p1f1/Amon/ts/gr/,
22190,CMIP,E3SM-Project,E3SM-1-1,piControl,r1i1p1f1,Omon,mlotst,gr,gs://cmip6/CMIP/E3SM-Project/E3SM-1-1/piControl/r1i1p1f1/Omon/mlotst/gr/,
22197,CMIP,E3SM-Project,E3SM-1-1,piControl,r1i1p1f1,Omon,tos,gr,gs://cmip6/CMIP/E3SM-Project/E3SM-1-1/piControl/r1i1p1f1/Omon/tos/gr/,
22282,CMIP,EC-Earth-Consortium,EC-Earth3-Veg,1pctCO2,r1i1p1f1,Amon,ts,gr,gs://cmip6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg/1pctCO2/r1i1p1f1/Amon/ts/gr/,
22292,CMIP,EC-Earth-Consortium,EC-Earth3-Veg,1pctCO2,r1i1p1f1,Omon,mlotst,gn,gs://cmip6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg/1pctCO2/r1i1p1f1/Omon/mlotst/gn/,
22296,CMIP,EC-Earth-Consortium,EC-Earth3-Veg,1pctCO2,r1i1p1f1,Omon,tos,gn,gs://cmip6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg/1pctCO2/r1i1p1f1/Omon/tos/gn/,
22341,CMIP,EC-Earth-Consortium,EC-Earth3-Veg,abrupt-4xCO2,r1i1p1f1,Amon,ts,gr,gs://cmip6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg/abrupt-4xCO2/r1i1p1f1/Amon/ts/gr/,
22354,CMIP,EC-Earth-Consortium,EC-Earth3-Veg,abrupt-4xCO2,r1i1p1f1,Omon,tos,gn,gs://cmip6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg/abrupt-4xCO2/r1i1p1f1/Omon/tos/gn/,
22643,CMIP,EC-Earth-Consortium,EC-Earth3-Veg,piControl,r1i1p1f1,Amon,ts,gr,gs://cmip6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg/piControl/r1i1p1f1/Amon/ts/gr/,
22657,CMIP,EC-Earth-Consortium,EC-Earth3-Veg,piControl,r1i1p1f1,Omon,mlotst,gn,gs://cmip6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg/piControl/r1i1p1f1/Omon/mlotst/gn/,
22666,CMIP,EC-Earth-Consortium,EC-Earth3-Veg,piControl,r1i1p1f1,Omon,tos,gn,gs://cmip6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg/piControl/r1i1p1f1/Omon/tos/gn/,
23083,CMIP,EC-Earth-Consortium,EC-Earth3,piControl,r1i1p1f1,Amon,ts,gr,gs://cmip6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Amon/ts/gr/,
23096,CMIP,EC-Earth-Consortium,EC-Earth3,piControl,r1i1p1f1,Omon,mlotst,gn,gs://cmip6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Omon/mlotst/gn/,
23103,CMIP,EC-Earth-Consortium,EC-Earth3,piControl,r1i1p1f1,Omon,tos,gn,gs://cmip6/CMIP/EC-Earth-Consortium/EC-Earth3/piControl/r1i1p1f1/Omon/tos/gn/,
23413,CMIP,HAMMOZ-Consortium,MPI-ESM-1-2-HAM,piControl,r1i1p1f1,Amon,ts,gn,gs://cmip6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/piControl/r1i1p1f1/Amon/ts/gn/,
23428,CMIP,HAMMOZ-Consortium,MPI-ESM-1-2-HAM,piControl,r1i1p1f1,Omon,mlotst,gn,gs://cmip6/CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/piControl/r1i1p1f1/Omon/mlotst/gn/,
23706,CMIP,IPSL,IPSL-CM6A-LR,1pctCO2,r1i1p1f1,Amon,ts,gr,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/1pctCO2/r1i1p1f1/Amon/ts/gr/,
23749,CMIP,IPSL,IPSL-CM6A-LR,1pctCO2,r1i1p1f1,Omon,tos,gn,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/1pctCO2/r1i1p1f1/Omon/tos/gn/,
23820,CMIP,IPSL,IPSL-CM6A-LR,abrupt-4xCO2,r10i1p1f1,Amon,ts,gr,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r10i1p1f1/Amon/ts/gr/,
23848,CMIP,IPSL,IPSL-CM6A-LR,abrupt-4xCO2,r10i1p1f1,Omon,tos,gn,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r10i1p1f1/Omon/tos/gn/,
23890,CMIP,IPSL,IPSL-CM6A-LR,abrupt-4xCO2,r11i1p1f1,Amon,ts,gr,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r11i1p1f1/Amon/ts/gr/,
23918,CMIP,IPSL,IPSL-CM6A-LR,abrupt-4xCO2,r11i1p1f1,Omon,tos,gn,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r11i1p1f1/Omon/tos/gn/,
23958,CMIP,IPSL,IPSL-CM6A-LR,abrupt-4xCO2,r12i1p1f1,Amon,ts,gr,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r12i1p1f1/Amon/ts/gr/,
23986,CMIP,IPSL,IPSL-CM6A-LR,abrupt-4xCO2,r12i1p1f1,Omon,tos,gn,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r12i1p1f1/Omon/tos/gn/,
24105,CMIP,IPSL,IPSL-CM6A-LR,abrupt-4xCO2,r2i1p1f1,Amon,ts,gr,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r2i1p1f1/Amon/ts/gr/,
24133,CMIP,IPSL,IPSL-CM6A-LR,abrupt-4xCO2,r2i1p1f1,Omon,tos,gn,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r2i1p1f1/Omon/tos/gn/,
24173,CMIP,IPSL,IPSL-CM6A-LR,abrupt-4xCO2,r3i1p1f1,Amon,ts,gr,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r3i1p1f1/Amon/ts/gr/,
24201,CMIP,IPSL,IPSL-CM6A-LR,abrupt-4xCO2,r3i1p1f1,Omon,tos,gn,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r3i1p1f1/Omon/tos/gn/,
24241,CMIP,IPSL,IPSL-CM6A-LR,abrupt-4xCO2,r4i1p1f1,Amon,ts,gr,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r4i1p1f1/Amon/ts/gr/,
24269,CMIP,IPSL,IPSL-CM6A-LR,abrupt-4xCO2,r4i1p1f1,Omon,tos,gn,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r4i1p1f1/Omon/tos/gn/,
24309,CMIP,IPSL,IPSL-CM6A-LR,abrupt-4xCO2,r5i1p1f1,Amon,ts,gr,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r5i1p1f1/Amon/ts/gr/,
24337,CMIP,IPSL,IPSL-CM6A-LR,abrupt-4xCO2,r5i1p1f1,Omon,tos,gn,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r5i1p1f1/Omon/tos/gn/,
24377,CMIP,IPSL,IPSL-CM6A-LR,abrupt-4xCO2,r6i1p1f1,Amon,ts,gr,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r6i1p1f1/Amon/ts/gr/,
24405,CMIP,IPSL,IPSL-CM6A-LR,abrupt-4xCO2,r6i1p1f1,Omon,tos,gn,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r6i1p1f1/Omon/tos/gn/,
24445,CMIP,IPSL,IPSL-CM6A-LR,abrupt-4xCO2,r7i1p1f1,Amon,ts,gr,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r7i1p1f1/Amon/ts/gr/,
24473,CMIP,IPSL,IPSL-CM6A-LR,abrupt-4xCO2,r7i1p1f1,Omon,tos,gn,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r7i1p1f1/Omon/tos/gn/,
24513,CMIP,IPSL,IPSL-CM6A-LR,abrupt-4xCO2,r8i1p1f1,Amon,ts,gr,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r8i1p1f1/Amon/ts/gr/,
24541,CMIP,IPSL,IPSL-CM6A-LR,abrupt-4xCO2,r8i1p1f1,Omon,tos,gn,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r8i1p1f1/Omon/tos/gn/,
24581,CMIP,IPSL,IPSL-CM6A-LR,abrupt-4xCO2,r9i1p1f1,Amon,ts,gr,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r9i1p1f1/Amon/ts/gr/,
24609,CMIP,IPSL,IPSL-CM6A-LR,abrupt-4xCO2,r9i1p1f1,Omon,tos,gn,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r9i1p1f1/Omon/tos/gn/,
30204,CMIP,IPSL,IPSL-CM6A-LR,piControl,r1i1p1f1,Amon,ts,gr,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i1p1f1/Amon/ts/gr/,
30231,CMIP,IPSL,IPSL-CM6A-LR,piControl,r1i1p1f1,Omon,tos,gn,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i1p1f1/Omon/tos/gn/,
30283,CMIP,IPSL,IPSL-CM6A-LR,piControl,r1i2p1f1,Amon,ts,gr,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i2p1f1/Amon/ts/gr/,
30334,CMIP,IPSL,IPSL-CM6A-LR,piControl,r1i2p1f1,Omon,mlotst,gn,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i2p1f1/Omon/mlotst/gn/,
30359,CMIP,IPSL,IPSL-CM6A-LR,piControl,r1i2p1f1,Omon,tos,gn,gs://cmip6/CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i2p1f1/Omon/tos/gn/,
32312,CMIP,MOHC,HadGEM3-GC31-LL,1pctCO2,r1i1p1f3,Amon,ts,gn,gs://cmip6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r1i1p1f3/Amon/ts/gn/,
32326,CMIP,MOHC,HadGEM3-GC31-LL,1pctCO2,r1i1p1f3,Omon,mlotst,gn,gs://cmip6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r1i1p1f3/Omon/mlotst/gn/,
32334,CMIP,MOHC,HadGEM3-GC31-LL,1pctCO2,r1i1p1f3,Omon,tos,gn,gs://cmip6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r1i1p1f3/Omon/tos/gn/,
32377,CMIP,MOHC,HadGEM3-GC31-LL,1pctCO2,r2i1p1f3,Amon,ts,gn,gs://cmip6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r2i1p1f3/Amon/ts/gn/,
32387,CMIP,MOHC,HadGEM3-GC31-LL,1pctCO2,r2i1p1f3,Omon,tos,gn,gs://cmip6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r2i1p1f3/Omon/tos/gn/,
32421,CMIP,MOHC,HadGEM3-GC31-LL,1pctCO2,r3i1p1f3,Amon,ts,gn,gs://cmip6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r3i1p1f3/Amon/ts/gn/,
32428,CMIP,MOHC,HadGEM3-GC31-LL,1pctCO2,r3i1p1f3,Omon,tos,gn,gs://cmip6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r3i1p1f3/Omon/tos/gn/,
32462,CMIP,MOHC,HadGEM3-GC31-LL,1pctCO2,r4i1p1f3,Amon,ts,gn,gs://cmip6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r4i1p1f3/Amon/ts/gn/,
32469,CMIP,MOHC,HadGEM3-GC31-LL,1pctCO2,r4i1p1f3,Omon,tos,gn,gs://cmip6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r4i1p1f3/Omon/tos/gn/,
32504,CMIP,MOHC,HadGEM3-GC31-LL,abrupt-4xCO2,r1i1p1f3,Amon,ts,gn,gs://cmip6/CMIP/MOHC/HadGEM3-GC31-LL/abrupt-4xCO2/r1i1p1f3/Amon/ts/gn/,
32519,CMIP,MOHC,HadGEM3-GC31-LL,abrupt-4xCO2,r1i1p1f3,Omon,mlotst,gn,gs://cmip6/CMIP/MOHC/HadGEM3-GC31-LL/abrupt-4xCO2/r1i1p1f3/Omon/mlotst/gn/,
32526,CMIP,MOHC,HadGEM3-GC31-LL,abrupt-4xCO2,r1i1p1f3,Omon,tos,gn,gs://cmip6/CMIP/MOHC/HadGEM3-GC31-LL/abrupt-4xCO2/r1i1p1f3/Omon/tos/gn/,
33157,CMIP,MOHC,HadGEM3-GC31-LL,piControl,r1i1p1f1,Amon,ts,gn,gs://cmip6/CMIP/MOHC/HadGEM3-GC31-LL/piControl/r1i1p1f1/Amon/ts/gn/,
33176,CMIP,MOHC,HadGEM3-GC31-LL,piControl,r1i1p1f1,Omon,mlotst,gn,gs://cmip6/CMIP/MOHC/HadGEM3-GC31-LL/piControl/r1i1p1f1/Omon/mlotst/gn/,
33189,CMIP,MOHC,HadGEM3-GC31-LL,piControl,r1i1p1f1,Omon,tos,gn,gs://cmip6/CMIP/MOHC/HadGEM3-GC31-LL/piControl/r1i1p1f1/Omon/tos/gn/,
33326,CMIP,MOHC,HadGEM3-GC31-MM,piControl,r1i1p1f1,Amon,ts,gn,gs://cmip6/CMIP/MOHC/HadGEM3-GC31-MM/piControl/r1i1p1f1/Amon/ts/gn/,
33336,CMIP,MOHC,HadGEM3-GC31-MM,piControl,r1i1p1f1,Omon,mlotst,gn,gs://cmip6/CMIP/MOHC/HadGEM3-GC31-MM/piControl/r1i1p1f1/Omon/mlotst/gn/,
33342,CMIP,MOHC,HadGEM3-GC31-MM,piControl,r1i1p1f1,Omon,tos,gn,gs://cmip6/CMIP/MOHC/HadGEM3-GC31-MM/piControl/r1i1p1f1/Omon/tos/gn/,
33376,CMIP,MOHC,UKESM1-0-LL,1pctCO2,r1i1p1f2,Amon,ts,gn,gs://cmip6/CMIP/MOHC/UKESM1-0-LL/1pctCO2/r1i1p1f2/Amon/ts/gn/,
33399,CMIP,MOHC,UKESM1-0-LL,1pctCO2,r1i1p1f2,Omon,tos,gn,gs://cmip6/CMIP/MOHC/UKESM1-0-LL/1pctCO2/r1i1p1f2/Omon/tos/gn/,
33441,CMIP,MOHC,UKESM1-0-LL,1pctCO2,r2i1p1f2,Amon,ts,gn,gs://cmip6/CMIP/MOHC/UKESM1-0-LL/1pctCO2/r2i1p1f2/Amon/ts/gn/,
33456,CMIP,MOHC,UKESM1-0-LL,1pctCO2,r2i1p1f2,Omon,tos,gn,gs://cmip6/CMIP/MOHC/UKESM1-0-LL/1pctCO2/r2i1p1f2/Omon/tos/gn/,
33494,CMIP,MOHC,UKESM1-0-LL,1pctCO2,r3i1p1f2,Amon,ts,gn,gs://cmip6/CMIP/MOHC/UKESM1-0-LL/1pctCO2/r3i1p1f2/Amon/ts/gn/,
33512,CMIP,MOHC,UKESM1-0-LL,1pctCO2,r3i1p1f2,Omon,tos,gn,gs://cmip6/CMIP/MOHC/UKESM1-0-LL/1pctCO2/r3i1p1f2/Omon/tos/gn/,
33550,CMIP,MOHC,UKESM1-0-LL,1pctCO2,r4i1p1f2,Amon,ts,gn,gs://cmip6/CMIP/MOHC/UKESM1-0-LL/1pctCO2/r4i1p1f2/Amon/ts/gn/,
33568,CMIP,MOHC,UKESM1-0-LL,1pctCO2,r4i1p1f2,Omon,tos,gn,gs://cmip6/CMIP/MOHC/UKESM1-0-LL/1pctCO2/r4i1p1f2/Omon/tos/gn/,
33603,CMIP,MOHC,UKESM1-0-LL,abrupt-4xCO2,r1i1p1f2,Amon,ts,gn,gs://cmip6/CMIP/MOHC/UKESM1-0-LL/abrupt-4xCO2/r1i1p1f2/Amon/ts/gn/,
33619,CMIP,MOHC,UKESM1-0-LL,abrupt-4xCO2,r1i1p1f2,Omon,tos,gn,gs://cmip6/CMIP/MOHC/UKESM1-0-LL/abrupt-4xCO2/r1i1p1f2/Omon/tos/gn/,
34855,CMIP,MOHC,UKESM1-0-LL,piControl,r1i1p1f2,Amon,ts,gn,gs://cmip6/CMIP/MOHC/UKESM1-0-LL/piControl/r1i1p1f2/Amon/ts/gn/,
34876,CMIP,MOHC,UKESM1-0-LL,piControl,r1i1p1f2,Omon,mlotst,gn,gs://cmip6/CMIP/MOHC/UKESM1-0-LL/piControl/r1i1p1f2/Omon/mlotst/gn/,
34887,CMIP,MOHC,UKESM1-0-LL,piControl,r1i1p1f2,Omon,tos,gn,gs://cmip6/CMIP/MOHC/UKESM1-0-LL/piControl/r1i1p1f2/Omon/tos/gn/,
34906,CMIP,MPI-M,MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,Amon,rlut,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/rlut/gn/,
34908,CMIP,MPI-M,MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,Amon,rsdt,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/rsdt/gn/,
34909,CMIP,MPI-M,MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,Amon,rsut,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/rsut/gn/,
34913,CMIP,MPI-M,MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,Amon,ts,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/ts/gn/,
34964,CMIP,MPI-M,MPI-ESM1-2-HR,abrupt-4xCO2,r1i1p1f1,Amon,rlut,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/abrupt-4xCO2/r1i1p1f1/Amon/rlut/gn/,
34966,CMIP,MPI-M,MPI-ESM1-2-HR,abrupt-4xCO2,r1i1p1f1,Amon,rsdt,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/abrupt-4xCO2/r1i1p1f1/Amon/rsdt/gn/,
34967,CMIP,MPI-M,MPI-ESM1-2-HR,abrupt-4xCO2,r1i1p1f1,Amon,rsut,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/abrupt-4xCO2/r1i1p1f1/Amon/rsut/gn/,
34970,CMIP,MPI-M,MPI-ESM1-2-HR,abrupt-4xCO2,r1i1p1f1,Amon,ts,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/abrupt-4xCO2/r1i1p1f1/Amon/ts/gn/,
34993,CMIP,MPI-M,MPI-ESM1-2-HR,abrupt-4xCO2,r1i1p1f1,Omon,tos,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/abrupt-4xCO2/r1i1p1f1/Omon/tos/gn/,
35679,CMIP,MPI-M,MPI-ESM1-2-HR,piControl,r1i1p1f1,Amon,ts,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/piControl/r1i1p1f1/Amon/ts/gn/,
35696,CMIP,MPI-M,MPI-ESM1-2-HR,piControl,r1i1p1f1,Omon,mlotst,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/piControl/r1i1p1f1/Omon/mlotst/gn/,
35731,CMIP,MPI-M,MPI-ESM1-2-LR,1pctCO2,r1i1p1f1,Amon,rlut,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/1pctCO2/r1i1p1f1/Amon/rlut/gn/,
35733,CMIP,MPI-M,MPI-ESM1-2-LR,1pctCO2,r1i1p1f1,Amon,rsdt,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/1pctCO2/r1i1p1f1/Amon/rsdt/gn/,
35734,CMIP,MPI-M,MPI-ESM1-2-LR,1pctCO2,r1i1p1f1,Amon,rsut,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/1pctCO2/r1i1p1f1/Amon/rsut/gn/,
35738,CMIP,MPI-M,MPI-ESM1-2-LR,1pctCO2,r1i1p1f1,Amon,ts,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/1pctCO2/r1i1p1f1/Amon/ts/gn/,
35786,CMIP,MPI-M,MPI-ESM1-2-LR,1pctCO2,r1i1p1f1,Omon,mlotst,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/1pctCO2/r1i1p1f1/Omon/mlotst/gn/,
36330,CMIP,MPI-M,MPI-ESM1-2-LR,piControl,r1i1p1f1,Amon,ts,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/piControl/r1i1p1f1/Amon/ts/gn/,
36353,CMIP,MRI,MRI-ESM2-0,1pctCO2,r1i1p1f1,Amon,rlut,gn,gs://cmip6/CMIP/MRI/MRI-ESM2-0/1pctCO2/r1i1p1f1/Amon/rlut/gn/,
36356,CMIP,MRI,MRI-ESM2-0,1pctCO2,r1i1p1f1,Amon,rsdt,gn,gs://cmip6/CMIP/MRI/MRI-ESM2-0/1pctCO2/r1i1p1f1/Amon/rsdt/gn/,
36358,CMIP,MRI,MRI-ESM2-0,1pctCO2,r1i1p1f1,Amon,rsut,gn,gs://cmip6/CMIP/MRI/MRI-ESM2-0/1pctCO2/r1i1p1f1/Amon/rsut/gn/,
36366,CMIP,MRI,MRI-ESM2-0,1pctCO2,r1i1p1f1,Amon,ts,gn,gs://cmip6/CMIP/MRI/MRI-ESM2-0/1pctCO2/r1i1p1f1/Amon/ts/gn/,
36381,CMIP,MRI,MRI-ESM2-0,1pctCO2,r1i1p1f1,Omon,tos,gn,gs://cmip6/CMIP/MRI/MRI-ESM2-0/1pctCO2/r1i1p1f1/Omon/tos/gn/,
36382,CMIP,MRI,MRI-ESM2-0,1pctCO2,r1i1p1f1,Omon,tos,gr,gs://cmip6/CMIP/MRI/MRI-ESM2-0/1pctCO2/r1i1p1f1/Omon/tos/gr/,
36401,CMIP,MRI,MRI-ESM2-0,1pctCO2,r1i2p1f1,Amon,rlut,gn,gs://cmip6/CMIP/MRI/MRI-ESM2-0/1pctCO2/r1i2p1f1/Amon/rlut/gn/,
36402,CMIP,MRI,MRI-ESM2-0,1pctCO2,r1i2p1f1,Amon,rsdt,gn,gs://cmip6/CMIP/MRI/MRI-ESM2-0/1pctCO2/r1i2p1f1/Amon/rsdt/gn/,
36403,CMIP,MRI,MRI-ESM2-0,1pctCO2,r1i2p1f1,Amon,rsut,gn,gs://cmip6/CMIP/MRI/MRI-ESM2-0/1pctCO2/r1i2p1f1/Amon/rsut/gn/,
36406,CMIP,MRI,MRI-ESM2-0,1pctCO2,r1i2p1f1,Amon,ts,gn,gs://cmip6/CMIP/MRI/MRI-ESM2-0/1pctCO2/r1i2p1f1/Amon/ts/gn/,
36435,CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r10i1p1f1,Amon,rlut,gn,gs://cmip6/CMIP/MRI/MRI-ESM2-0/abrupt-4xCO2/r10i1p1f1/Amon/rlut/gn/,
36438,CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r10i1p1f1,Amon,rsdt,gn,gs://cmip6/CMIP/MRI/MRI-ESM2-0/abrupt-4xCO2/r10i1p1f1/Amon/rsdt/gn/,
36440,CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r10i1p1f1,Amon,rsut,gn,gs://cmip6/CMIP/MRI/MRI-ESM2-0/abrupt-4xCO2/r10i1p1f1/Amon/rsut/gn/,
36448,CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r10i1p1f1,Amon,ts,gn,gs://cmip6/CMIP/MRI/MRI-ESM2-0/abrupt-4xCO2/r10i1p1f1/Amon/ts/gn/,
36459,CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r10i1p1f1,Omon,tos,gn,gs://cmip6/CMIP/MRI/MRI-ESM2-0/abrupt-4xCO2/r10i1p1f1/Omon/tos/gn/,
36460,CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r10i1p1f1,Omon,tos,gr,gs://cmip6/CMIP/MRI/MRI-ESM2-0/abrupt-4xCO2/r10i1p1f1/Omon/tos/gr/,
36490,CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r11i1p1f1,Amon,rlut,gn,gs://cmip6/CMIP/MRI/MRI-ESM2-0/abrupt-4xCO2/r11i1p1f1/Amon/rlut/gn/,
36493,CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r11i1p1f1,Amon,rsdt,gn,gs://cmip6/CMIP/MRI/MRI-ESM2-0/abrupt-4xCO2/r11i1p1f1/Amon/rsdt/gn/,
36495,CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r11i1p1f1,Amon,rsut,gn,gs://cmip6/CMIP/MRI/MRI-ESM2-0/abrupt-4xCO2/r11i1p1f1/Amon/rsut/gn/,
36503,CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r11i1p1f1,Amon,ts,gn,gs://cmip6/CMIP/MRI/MRI-ESM2-0/abrupt-4xCO2/r11i1p1f1/Amon/ts/gn/,
36540,CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r12i1p1f1,Amon,rlut,gn,gs://cmip6/CMIP/MRI/MRI-ESM2-0/abrupt-4xCO2/r12i1p1f1/Amon/rlut/gn/,
36543,CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r12i1p1f1,Amon,rsdt,gn,gs://cmip6/CMIP/MRI/MRI-ESM2-0/abrupt-4xCO2/r12i1p1f1/Amon/rsdt/gn/,
36545,CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r12i1p1f1,Amon,rsut,gn,gs://cmip6/CMIP/MRI/MRI-ESM2-0/abrupt-4xCO2/r12i1p1f1/Amon/rsut/gn/,
36553,CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r12i1p1f1,Amon,ts,gn,gs://cmip6/CMIP/MRI/MRI-ESM2-0/abrupt-4xCO2/r12i1p1f1/Amon/ts/gn/,
36590,CMIP,MRI,MRI-ESM2-0,abrupt-4xCO2,r13i1p1f1,Amon,rlut,gn,gs://cmip6/CMIP/MRI/MRI-ESM2-0/abrupt-4xCO2/r13i1p1f1/Amon/rlut/gn/,
