,0,1,2
0,CNRM-ESM2-1,5.755920668886869,48.994195781283906
1,ACCESS-ESM1-5,2.707095732194326,71.75361367755465
2,MRI-ESM2-0,3.178895043749781,61.24778650071886
3,CNRM-CM6-1,5.586782106096693,50.475369182162815
4,CanESM5,3.0054063992966675,55.929881470998126
5,ACCESS-CM2,3.730854386055777,65.5816320906745
